ID,Overpayment_Amount,Payment_Date,Dollar_Error1,Dollar_Error2,Dollar_Error3,Citizenship,Age_in_yrs,ZipCodes,Marital_Status,Previous_Felony,Moved_from_out_of_state_12_mths,Income,Dependent_Care_Amount,Medical_Expense_Amount,Child_Support_Amount,Rent_Amount,Monthly_Benefit
ABC990462, ,2/1/2013, , , ,Unverified,59,ZIP2,WI,N,N,0,0,0,0,232,400
ABC990462, ,3/1/2013, , , ,Unverified,59,ZIP2,WI,N,N,0,0,0,0,232,400
ABC990478, ,1/1/2013, , , ,Verified,48,ZIP2,DI,N,N,0,0,0,0,794,1052
ABC990478, ,2/1/2013, , , ,Verified,48,ZIP2,DI,N,N,0,0,0,0,794,1052
ABC990478, ,3/1/2013, , , ,Verified,48,ZIP2,DI,N,N,0,0,0,0,794,1052
ABC990479, ,1/1/2013, , , ,Verified,28,ZIP5,MA,N,N,0,0,0,0,0,0
ABC990479, ,2/1/2013, , , ,Verified,28,ZIP5,MA,N,N,0,0,0,0,0,0
ABC990479, ,3/1/2013, , , ,Verified,28,ZIP5,MA,N,N,0,0,0,0,0,0
ABC990504, ,1/1/2013, , , ,Unverified,77,ZIP4,DI,N,N,0,0,0,0,0,0
ABC990504,20,2/1/2013,20, , ,Unverified,77,ZIP4,DI,N,N,444,0,0,0,1012.97,214
ABC990504,20,3/1/2013,20, , ,Unverified,77,ZIP4,DI,N,N,444,0,0,0,1012.97,214
ABC990511, ,1/1/2013, , , ,Unverified,58,ZIP1,DI,N,N,0,0,0,0,1054,400
ABC990511, ,2/1/2013, , , ,Unverified,58,ZIP1,DI,N,N,0,0,0,0,1054,400
ABC990511, ,3/1/2013, , , ,Unverified,58,ZIP1,DI,N,N,0,0,0,0,1054,400
ABC990513, ,1/1/2013, , , ,Verified,53,ZIP1,DI,N,N,247,0,247,0,821,332
ABC990513, ,3/1/2013, , , ,Verified,53,ZIP1,DI,N,N,247,0,247,0,821,332
ABC990531, ,1/1/2013, , , ,Verified,62,ZIP5,DI,N,N,350,0,0,0,745,270
ABC990531, ,2/1/2013, , , ,Verified,62,ZIP5,DI,N,N,350,0,0,0,745,270
ABC990531, ,3/1/2013, , , ,Verified,62,ZIP5,DI,N,N,350,0,0,0,745,270
ABC990551, ,1/1/2013, , , ,Verified,78,ZIP5,NM,N,N,531,0,0,0,954,162
ABC990551, ,2/1/2013, , , ,Verified,78,ZIP5,NM,N,N,531,0,0,0,954,162
ABC990551, ,3/1/2013, , , ,Verified,78,ZIP5,NM,N,N,531,0,0,0,954,162
ABC990558, ,1/1/2013, , , ,Unverified,62,ZIP1,DI,N,N,389,0,0,0,706,246
ABC990558, ,2/1/2013, , , ,Unverified,62,ZIP1,DI,N,N,389,0,0,0,706,246
ABC990558, ,3/1/2013, , , ,Unverified,62,ZIP1,DI,N,N,389,0,0,0,706,246
ABC990567, ,2/1/2013, , , ,Verified,39,ZIP1,DI,N,Y,1040,0,0,0,1054,190
ABC990567, ,3/1/2013, , , ,Verified,39,ZIP1,DI,N,Y,1040,0,0,0,1054,190
ABC990592, ,1/1/2013, , , ,Verified,70,ZIP4,DI,N,N,428,0,0,0,698,224
ABC990592, ,2/1/2013, , , ,Verified,70,ZIP4,DI,N,N,445,0,0,0,698,214
ABC990592, ,3/1/2013, , , ,Verified,70,ZIP4,DI,N,N,445,0,0,0,698,214
ABC990611, ,1/1/2013, , , ,Verified,59,ZIP2,DI,N,N,414,0,0,0,729,232
ABC990611, ,2/1/2013, , , ,Verified,59,ZIP2,DI,N,N,414,0,0,0,729,232
ABC990611, ,3/1/2013, , , ,Verified,59,ZIP2,DI,N,N,414,0,0,0,729,232
ABC990612, ,1/1/2013, , , ,Verified,51,ZIP1,DI,N,N,0,0,0,0,654,1052
ABC990612, ,2/1/2013, , , ,Verified,51,ZIP1,DI,N,N,0,0,0,0,654,1052
ABC990612, ,3/1/2013, , , ,Verified,51,ZIP1,DI,N,N,0,0,0,0,654,1052
ABC990613, ,1/1/2013, , , ,Verified,49,ZIP1,NM,N,N,0,0,0,0,0,400
ABC990613, ,2/1/2013, , , ,Verified,49,ZIP1,NM,N,N,0,0,0,0,0,400
ABC990613, ,3/1/2013, , , ,Verified,49,ZIP1,NM,N,N,0,0,0,0,0,400
ABC990676, ,1/1/2013, , , ,Verified,60,ZIP4,NM,N,N,323,0,0,0,802,286
ABC990676, ,2/1/2013, , , ,Verified,60,ZIP4,NM,N,N,341,0,0,0,802,276
ABC990676, ,3/1/2013, , , ,Verified,60,ZIP4,NM,N,N,333,0,0,0,810,280
ABC990691, ,1/1/2013, , , ,Verified,61,ZIP1,NM,N,N,264,0,0,0,860.72,322
ABC990719, ,1/1/2013, , , ,Verified,51,ZIP3,DI,N,N,0,0,0,0,782.79,400
ABC990719, ,2/1/2013, , , ,Verified,51,ZIP3,DI,N,N,0,0,0,0,782.79,400
ABC990719, ,3/1/2013, , , ,Verified,51,ZIP3,DI,N,N,0,0,0,0,782.79,400
ABC990728, ,1/1/2013, , , ,Verified,67,ZIP4,NM,N,N,237,0,0,0,905.5,338
ABC990728, ,2/1/2013, , , ,Verified,67,ZIP4,NM,N,N,236,0,0,0,905.5,338
ABC990728, ,3/1/2013, , , ,Verified,67,ZIP4,NM,N,N,236,0,0,0,905.5,338
ABC990738, ,1/1/2013, , , ,Verified,67,ZIP2,WI,N,N,0,0,0,0,0,0
ABC990738,168,2/1/2013,168, , ,Verified,67,ZIP2,WI,N,N,1016,0,0,0,604,32
ABC990738,168,3/1/2013,168, , ,Verified,67,ZIP2,WI,N,N,1016,0,0,0,604,32
ABC990748, ,1/1/2013, , , ,Verified,70,ZIP5,NM,N,,896,0,201,0,804,32
ABC990748, ,2/1/2013, , , ,Verified,70,ZIP5,NM,N,,896,0,201,0,804,32
ABC990748, ,3/1/2013, , , ,Verified,70,ZIP5,NM,N,,896,0,201,0,804,32
ABC990783, ,1/1/2013, , , ,Verified,34,ZIP4,NM,N,N,0,0,0,0,979,734
ABC990783, ,2/1/2013, , , ,Verified,34,ZIP4,NM,N,N,0,0,0,0,979,734
ABC990783, ,3/1/2013, , , ,Verified,34,ZIP4,NM,N,N,0,0,0,0,979,734
ABC990794, ,1/1/2013, , , ,Unverified,57,ZIP4,MA,N,N,0,0,0,0,774,734
ABC990794, ,2/1/2013, , , ,Unverified,57,ZIP4,MA,N,N,269,0,0,0,774,652
ABC990794, ,3/1/2013, , , ,Unverified,57,ZIP4,MA,N,N,269,0,0,0,774,652
ABC990836, ,1/1/2013, , , ,Unverified,65,ZIP2,NM,N,N,0,0,0,0,549,400
ABC990836, ,2/1/2013, , , ,Unverified,65,ZIP2,NM,N,N,0,0,0,0,549,400
ABC990836, ,3/1/2013, , , ,Unverified,65,ZIP2,NM,N,N,0,0,0,0,549,400
ABC990857, ,3/1/2013, , , ,Verified,53,ZIP2,DI,N,,1989,0,0,0,1463,0
ABC990872, ,1/1/2013, , , ,Verified,72,ZIP2,DI,N,N,666,0,353,0,364,80
ABC990872, ,2/1/2013, , , ,Verified,72,ZIP2,DI,N,N,666,0,353,0,364,80
ABC990872, ,3/1/2013, , , ,Verified,72,ZIP2,DI,N,N,666,0,353,0,364,80
ABC990902, ,1/1/2013, , , ,Verified,38,ZIP5,MA,N,N,0,0,367,0,1488.67,734
ABC990902, ,2/1/2013, , , ,Verified,38,ZIP5,MA,N,N,0,0,486.9,0,1488.67,734
ABC990902, ,3/1/2013, , , ,Verified,38,ZIP5,MA,N,N,0,0,382,0,1488.67,734
ABC990936, ,1/1/2013, , , ,Verified,48,ZIP5,DI,N,N,0,0,0,0,0,0
ABC990936, ,2/1/2013, , , ,Verified,48,ZIP5,DI,N,N,0,0,0,0,0,0
ABC990936, ,3/1/2013, , , ,Verified,48,ZIP5,DI,N,N,0,0,0,0,0,0
ABC990999, ,1/1/2013, , , ,Verified,30,ZIP4,NM,N,N,0,0,0,0,0,0
ABC990999, ,2/1/2013, , , ,Verified,30,ZIP4,NM,N,N,0,0,0,0,0,0
ABC991001, ,1/1/2013, , , ,Verified,26,ZIP3,NM,N,N,0,0,0,0,0,0
ABC991001, ,2/1/2013, , , ,Verified,26,ZIP3,NM,N,N,0,0,0,0,0,0
ABC991001, ,3/1/2013, , , ,Verified,26,ZIP3,NM,N,N,0,0,0,0,0,0
ABC991004, ,1/1/2013, , , ,Verified,85,ZIP3,WI,N,N,0,0,0,0,0,0
ABC991004, ,2/1/2013, , , ,Verified,85,ZIP3,WI,N,N,716,0,0,0,330,50
ABC991004, ,3/1/2013, , , ,Verified,85,ZIP3,WI,N,N,716,0,0,0,330,50
ABC991016, ,1/1/2013, , , ,Verified,41,ZIP2,DI,N,N,0,0,0,0,0,0
ABC991016, ,2/1/2013, , , ,Verified,41,ZIP2,DI,N,N,0,0,0,0,1004,400
ABC991016, ,3/1/2013, , , ,Verified,41,ZIP2,DI,N,N,0,0,0,0,1004,400
ABC991038, ,1/1/2013, , , ,Verified,60,ZIP4,MA,N,N,592,0,0,0,1415.95,458
ABC991038, ,2/1/2013, , , ,Verified,60,ZIP4,MA,N,N,592,0,0,0,1415.95,458
ABC991038, ,3/1/2013, , , ,Verified,60,ZIP4,MA,N,N,592,0,0,0,1415.95,458
ABC991046, ,1/1/2013, , , ,Verified,77,ZIP2,MA,N,N,644,0,0,0,1138.38,428
ABC991046, ,2/1/2013, , , ,Verified,77,ZIP2,MA,N,N,644,0,0,0,1138.38,428
ABC991046, ,3/1/2013, , , ,Verified,77,ZIP2,MA,N,N,644,0,0,0,1138.38,428
ABC991088, ,1/1/2013, , , ,Verified,59,ZIP2,NM,N,N,0,0,0,0,0,0
ABC991088, ,2/1/2013, , , ,Verified,59,ZIP2,NM,N,N,0,0,0,0,0,0
ABC991088, ,3/1/2013, , , ,Verified,59,ZIP2,NM,N,N,0,0,0,0,0,0
ABC991109, ,1/1/2013, , , ,Verified,60,ZIP5,DI,N,N,0,0,0,0,1054,400
ABC991109, ,2/1/2013, , , ,Verified,60,ZIP5,DI,N,N,0,0,0,0,1054,400
ABC991109, ,3/1/2013, , , ,Verified,60,ZIP5,DI,N,N,0,0,0,0,1054,400
ABC991150, ,2/1/2013, , , ,Verified,59,ZIP5,DI,N,N,265,0,0,0,1104,322
ABC991150, ,3/1/2013, , , ,Verified,59,ZIP5,DI,N,N,265,0,0,0,1104,322
ABC991151, ,1/1/2013, , , ,Verified,58,ZIP3,NM,N,N,736,0,0,0,0,372
ABC991151, ,2/1/2013, , , ,Verified,58,ZIP3,NM,N,N,736,0,0,0,0,372
ABC991151, ,3/1/2013, , , ,Verified,58,ZIP3,NM,N,N,736,0,0,0,0,372
ABC991210, ,1/1/2013, , , ,Unverified,56,ZIP4,MA,N,N,646,0,0,0,1443.68,426
ABC991210, ,2/1/2013, , , ,Unverified,56,ZIP4,MA,N,N,646,0,0,0,1443.68,426
ABC991210, ,3/1/2013, , , ,Unverified,56,ZIP4,MA,N,N,646,0,0,0,1443.68,426
ABC991225, ,1/1/2013, , , ,Verified,60,ZIP3,DI,N,N,0,0,0,0,1321.43,400
ABC991225, ,2/1/2013, , , ,Verified,60,ZIP3,DI,N,N,0,0,0,0,1321.43,400
ABC991225, ,3/1/2013, , , ,Verified,60,ZIP3,DI,N,N,0,0,0,0,1321.43,400
ABC991243, ,2/1/2013, , , ,Unverified,27,ZIP1,NM,N,N,0,0,0,0,0,0
ABC991243, ,3/1/2013, , , ,Unverified,27,ZIP1,NM,N,N,0,0,0,0,0,0
ABC991265, ,1/1/2013, , , ,Verified,45,ZIP3,DI,N,N,746,0,0,0,800,366
ABC991265, ,2/1/2013, , , ,Verified,45,ZIP3,DI,N,N,833,0,0,0,800,314
ABC991265, ,3/1/2013, , , ,Verified,45,ZIP3,DI,N,N,833,0,0,0,800,314
ABC991278, ,2/1/2013, , , ,Verified,58,ZIP1,NM,N,Y,0,0,0,0,0,0
ABC991278, ,3/1/2013, , , ,Verified,58,ZIP1,NM,N,Y,0,0,0,0,0,0
ABC991282, ,1/1/2013, , , ,Verified,28,ZIP2,NM,N,N,0,0,0,0,0,734
ABC991282,233,2/1/2013, ,233, ,Verified,28,ZIP2,NM,N,N,1310,0,0,0,0,734
ABC991282,233,3/1/2013, ,233, ,Verified,28,ZIP2,NM,N,N,1310,0,0,0,0,734
ABC991364, ,1/1/2013, , , ,Verified,42,ZIP5,DI,N,N,0,0,0,0,0,0
ABC991364, ,2/1/2013, , , ,Verified,42,ZIP5,DI,N,N,0,0,0,0,0,0
ABC991364, ,3/1/2013, , , ,Verified,42,ZIP5,DI,N,N,0,0,0,0,927,1336
ABC991395, ,3/1/2013, , , ,Unverified,56,ZIP1,NM,N,N,373,0,0,0,770,256
ABC991401, ,1/1/2013, , , ,Verified,53,ZIP3,NM,N,N,0,0,0,0,0,0
ABC991401, ,3/1/2013, , , ,Verified,53,ZIP3,NM,N,N,0,0,0,0,0,400
ABC991459, ,1/1/2013, , , ,Verified,38,ZIP3,MA,N,,1911,0,0,0,936,270
ABC991459, ,2/1/2013, , , ,Verified,38,ZIP3,MA,N,,1911,0,0,0,936,270
ABC991459, ,3/1/2013, , , ,Verified,38,ZIP3,MA,N,,1911,0,0,0,936,270
ABC991461, ,1/1/2013, , , ,Unverified,43,ZIP2,DI,N,N,239,0,0,0,904,670
ABC991461, ,2/1/2013, , , ,Unverified,43,ZIP2,DI,N,N,239,0,0,0,904,670
ABC991461, ,3/1/2013, , , ,Unverified,43,ZIP2,DI,N,N,239,0,0,0,904,670
ABC991505, ,1/1/2013, , , ,Verified,34,ZIP3,NM,N,N,0,0,0,0,0,0
ABC991505, ,3/1/2013, , , ,Verified,34,ZIP3,NM,N,N,0,0,0,0,261,1052
ABC991510, ,1/1/2013, , , ,Unverified,27,ZIP3,MA,N,N,0,0,0,0,0,0
ABC991510, ,2/1/2013, , , ,Unverified,27,ZIP3,MA,N,N,0,0,0,0,0,0
ABC991510,321.3,3/1/2013, ,321.3, ,Unverified,27,ZIP3,MA,N,N,862,0,0,0,1254,296
ABC991580, ,1/1/2013, , , ,Verified,68,ZIP1,DI,N,N,0,0,0,0,0,0
ABC991580, ,2/1/2013, , , ,Verified,68,ZIP1,DI,N,N,0,0,0,0,0,0
ABC991580, ,3/1/2013, , , ,Verified,68,ZIP1,DI,N,N,231,0,0,0,912.61,342
ABC991626, ,1/1/2013, , , ,Verified,63,ZIP5,DI,N,N,0,0,0,0,864,400
ABC991626, ,2/1/2013, , , ,Verified,63,ZIP5,DI,N,N,0,0,0,0,864,400
ABC991626, ,3/1/2013, , , ,Verified,63,ZIP5,DI,N,N,0,0,0,0,864,400
ABC991644, ,1/1/2013, , , ,Unverified,67,ZIP4,NM,N,N,0,0,0,0,1039,400
ABC991644, ,2/1/2013, , , ,Unverified,67,ZIP4,NM,N,N,0,0,0,0,1039,400
ABC991644, ,3/1/2013, , , ,Unverified,67,ZIP4,NM,N,N,0,0,0,0,1039,400
ABC991652,486,1/1/2013, ,486, ,Verified,58,ZIP1,MA,N,N,0,0,0,0,0,0
ABC991652,486,2/1/2013, ,486, ,Verified,58,ZIP1,MA,N,N,1455,0,0,0,1204,0
ABC991652,486,3/1/2013, ,486, ,Verified,58,ZIP1,MA,N,N,1455,0,0,0,1204,0
ABC991659, ,1/1/2013, , , ,Verified,51,ZIP2,NM,N,N,0,0,0,0,800.33,734
ABC991659, ,2/1/2013, , , ,Verified,51,ZIP2,NM,N,N,0,0,0,0,800.33,734
ABC991659, ,3/1/2013, , , ,Verified,51,ZIP2,NM,N,N,0,0,0,0,800.33,734
ABC991692, ,1/1/2013, , , ,Verified,36,ZIP3,NM,N,N,415,0,0,0,710,232
ABC991692, ,2/1/2013, , , ,Verified,36,ZIP3,NM,N,N,433,0,0,0,710,220
ABC991692, ,3/1/2013, , , ,Verified,36,ZIP3,NM,N,N,433,0,0,0,710,220
ABC991693,945,1/1/2013, ,945, ,Verified,35,ZIP5,DI,N,N,1300,0,233.9,159,836,352
ABC991693,945,2/1/2013, ,945, ,Verified,35,ZIP5,DI,N,N,1300,0,233.9,159,836,352
ABC991693,945,3/1/2013, ,945, ,Verified,35,ZIP5,DI,N,N,1300,0,233.9,159,836,352
ABC991732, ,1/1/2013, , , ,Verified,53,ZIP5,NM,N,N,0,0,0,0,0,0
ABC991732, ,2/1/2013, , , ,Verified,53,ZIP5,NM,N,N,0,0,0,0,0,0
ABC991732, ,3/1/2013, , , ,Verified,53,ZIP5,NM,N,N,179,0,0,0,934,372
ABC991737, ,1/1/2013, , , ,Verified,69,ZIP3,DI,N,N,160,0,0,0,1199,384
ABC991737, ,2/1/2013, , , ,Verified,69,ZIP3,DI,N,N,160,0,0,0,1199,384
ABC991737, ,3/1/2013, , , ,Verified,69,ZIP3,DI,N,N,160,0,0,0,1199,384
ABC991805, ,1/1/2013, , , ,Verified,66,ZIP4,DI,N,N,376,0,0,0,719,254
ABC991805, ,2/1/2013, , , ,Verified,66,ZIP4,DI,N,N,376,0,0,0,719,254
ABC991805, ,3/1/2013, , , ,Verified,66,ZIP4,DI,N,N,368,0,0,0,727,260
ABC991831, ,1/1/2013, , , ,Verified,63,ZIP3,DI,N,N,0,0,0,0,0,0
ABC991831, ,2/1/2013, , , ,Verified,63,ZIP3,DI,N,N,0,0,0,0,0,0
ABC991831, ,3/1/2013, , , ,Verified,63,ZIP3,DI,N,N,0,0,0,0,0,0
ABC991833, ,1/1/2013, , , ,Verified,56,ZIP3,NM,N,N,826,0,207.95,0,461,32
ABC991833, ,2/1/2013, , , ,Verified,56,ZIP3,NM,N,N,904,0,207.95,0,461,32
ABC991833, ,3/1/2013, , , ,Verified,56,ZIP3,NM,N,N,844,0,207.95,0,346,32
ABC991853, ,1/1/2013, , , ,Verified,37,ZIP5,NM,N,N,0,0,0,0,0,1336
ABC991853, ,2/1/2013, , , ,Verified,37,ZIP5,NM,N,N,0,0,0,0,0,1336
ABC991853, ,3/1/2013, , , ,Verified,37,ZIP5,NM,N,N,325,0,0,0,0,1222
ABC991854, ,1/1/2013, , , ,Unverified,36,ZIP5,NM,N,N,0,0,0,0,0,400
ABC991854, ,2/1/2013, , , ,Unverified,36,ZIP5,NM,N,N,0,0,0,0,0,400
ABC991854, ,3/1/2013, , , ,Unverified,36,ZIP5,NM,N,N,0,0,0,0,0,400
ABC991856, ,1/1/2013, , , ,Unverified,49,ZIP5,NM,N,N,0,0,0,0,0,400
ABC991856, ,2/1/2013, , , ,Unverified,49,ZIP5,NM,N,N,0,0,0,0,0,400
ABC991856, ,3/1/2013, , , ,Unverified,49,ZIP5,NM,N,N,0,0,0,0,0,400
ABC991910, ,2/1/2013, , , ,Verified,80,ZIP4,NM,N,N,340,0,0,0,804,276
ABC991910, ,3/1/2013, , , ,Verified,80,ZIP4,NM,N,N,335,0,0,0,808.34,280
ABC991917, ,1/1/2013, , , ,Verified,58,ZIP2,DI,N,N,234,0,0,0,861,674
ABC991917, ,2/1/2013, , , ,Verified,58,ZIP2,DI,N,N,234,0,0,0,861,674
ABC991917, ,3/1/2013, , , ,Verified,58,ZIP2,DI,N,N,234,0,0,0,861,674
ABC991929, ,1/1/2013, , , ,Unverified,60,ZIP3,NM,N,N,0,0,0,0,604,400
ABC991929, ,2/1/2013, , , ,Unverified,60,ZIP3,NM,N,N,0,0,0,0,604,400
ABC991929, ,3/1/2013, , , ,Unverified,60,ZIP3,NM,N,N,0,0,0,0,604,400
ABC991936, ,1/1/2013, , , ,Verified,40,ZIP3,MA,N,N,781,0,0,0,0,1516
ABC991936, ,2/1/2013, , , ,Verified,40,ZIP3,MA,N,N,0,0,0,0,0,1904
ABC991936, ,3/1/2013, , , ,Verified,40,ZIP3,MA,N,N,0,0,0,0,0,1904
ABC991941, ,2/1/2013, , , ,Verified,32,ZIP5,NM,N,N,0,0,0,0,0,0
ABC991941, ,3/1/2013, , , ,Verified,32,ZIP5,NM,N,N,0,0,0,0,0,0
ABC991957, ,1/1/2013, , , ,Verified,58,ZIP1,NM,N,N,505,0,0,0,972.52,512
ABC991957, ,2/1/2013, , , ,Verified,58,ZIP1,NM,N,N,539,0,0,0,972.52,490
ABC991957, ,3/1/2013, , , ,Verified,58,ZIP1,NM,N,N,595,0,0,0,920.37,458
ABC992005, ,1/1/2013, , , ,Verified,42,ZIP4,NM,N,N,0,0,0,0,0,0
ABC992005, ,2/1/2013, , , ,Verified,42,ZIP4,NM,N,N,0,0,0,0,0,0
ABC992005, ,3/1/2013, , , ,Verified,42,ZIP4,NM,N,N,480,0,0,0,1029,192
ABC992045, ,1/1/2013, , , ,Verified,46,ZIP2,NM,N,N,573,0,201,0,950,1072
ABC992045, ,2/1/2013, , , ,Verified,46,ZIP2,NM,N,N,573,0,201,0,950,1072
ABC992045, ,3/1/2013, , , ,Verified,46,ZIP2,NM,N,N,573,0,201,0,950,1072
ABC992054, ,1/1/2013, , , ,Verified,36,ZIP2,NM,N,N,0,0,0,0,176,1052
ABC992054, ,2/1/2013, , , ,Verified,36,ZIP2,NM,N,N,0,0,0,0,176,1052
ABC992054, ,3/1/2013, , , ,Verified,36,ZIP2,NM,N,N,0,0,0,0,176,1052
ABC992076, ,1/1/2013, , , ,Verified,36,ZIP4,NM,N,N,0,38,0,0,870,734
ABC992076, ,2/1/2013, , , ,Verified,36,ZIP4,NM,N,N,0,38,0,0,870,734
ABC992076, ,3/1/2013, , , ,Verified,36,ZIP4,NM,N,N,0,38,0,0,870,734
ABC992093, ,1/1/2013, , , ,Verified,36,ZIP3,NM,N,N,0,0,0,0,1304,400
ABC992093, ,2/1/2013, , , ,Verified,36,ZIP3,NM,N,N,329,0,0,0,964,282
ABC992134, ,1/1/2013, , , ,Verified,41,ZIP4,DI,N,N,400,0,0,0,306,1176
ABC992134, ,2/1/2013, , , ,Verified,41,ZIP4,DI,N,N,400,0,0,0,306,1176
ABC992134, ,3/1/2013, , , ,Verified,41,ZIP4,DI,N,N,400,0,0,0,306,1176
ABC992137, ,1/1/2013, , , ,Unverified,29,ZIP2,DI,N,N,253,0,0,0,687,1264
ABC992137, ,2/1/2013, , , ,Unverified,29,ZIP2,DI,N,N,253,0,0,0,687,1264
ABC992137, ,3/1/2013, , , ,Unverified,29,ZIP2,DI,N,N,253,0,0,0,687,1264
ABC992146, ,1/1/2013, , , ,Unverified,40,ZIP3,NM,N,N,0,0,0,0,0,0
ABC992146, ,2/1/2013, , , ,Unverified,40,ZIP3,NM,N,N,0,0,0,0,0,0
ABC992146, ,3/1/2013, , , ,Unverified,40,ZIP3,NM,N,N,0,0,0,0,0,0
ABC992212, ,1/1/2013, , , ,Verified,63,ZIP1,NM,N,N,428,0,0,0,739,224
ABC992212, ,2/1/2013, , , ,Verified,63,ZIP1,NM,N,N,428,0,0,0,739,224
ABC992212, ,3/1/2013, , , ,Verified,63,ZIP1,NM,N,N,428,0,0,0,739,224
ABC992236, ,1/1/2013, , , ,Verified,33,ZIP3,NM,Y,N,0,0,0,0,914,734
ABC992236, ,2/1/2013, , , ,Verified,33,ZIP3,NM,Y,N,0,0,0,0,914,734
ABC992236, ,3/1/2013, , , ,Verified,33,ZIP3,NM,Y,N,0,0,0,0,914,734
ABC992244, ,1/1/2013, , , ,Verified,51,ZIP3,NM,N,N,491,0,0,0,604,186
ABC992244, ,2/1/2013, , , ,Verified,51,ZIP3,NM,N,N,491,0,0,0,604,186
ABC992244, ,3/1/2013, , , ,Verified,51,ZIP3,NM,N,N,509,0,0,0,604,174
ABC992250, ,1/1/2013, , , ,Verified,84,ZIP4,NM,N,N,1082,0,0,0,604,0
ABC992250,383,2/1/2013, ,383, ,Verified,84,ZIP4,NM,N,N,1082,0,0,0,604,0
ABC992250,383,3/1/2013, ,383, ,Verified,84,ZIP4,NM,N,N,1082,0,0,0,604,0
ABC992259, ,1/1/2013, , , ,Verified,56,ZIP4,NM,N,N,584,0,0,0,511,130
ABC992259, ,2/1/2013, , , ,Verified,56,ZIP4,NM,N,N,0,0,0,0,0,0
ABC992259, ,3/1/2013, , , ,Verified,56,ZIP4,NM,N,N,602,0,0,0,511,118
ABC992305, ,1/1/2013, , , ,Verified,74,ZIP3,DI,N,N,684,0,0,0,371,70
ABC992305, ,2/1/2013, , , ,Verified,74,ZIP3,DI,N,N,684,0,0,0,371,70
ABC992305, ,3/1/2013, , , ,Verified,74,ZIP3,DI,N,N,684,0,0,0,371,70
ABC992308, ,2/1/2013, , , ,Verified,63,ZIP3,,N,N,0,0,0,0,979,400
ABC992308, ,3/1/2013, , , ,Verified,63,ZIP3,,N,N,0,0,0,0,979,400
ABC992316, ,1/1/2013, , , ,Verified,29,ZIP5,NM,N,N,0,0,0,0,594,1052
ABC992316, ,3/1/2013, , , ,Verified,29,ZIP5,NM,N,N,0,0,0,0,0,734
ABC992338, ,1/1/2013, , , ,Unverified,26,ZIP3,NM,N,N,0,0,0,0,0,400
ABC992338, ,2/1/2013, , , ,Unverified,26,ZIP3,NM,N,N,0,0,0,0,0,400
ABC992338, ,3/1/2013, , , ,Unverified,26,ZIP3,NM,N,N,0,0,0,0,0,400
ABC992360, ,1/1/2013, , , ,Unverified,73,ZIP5,WI,N,N,0,0,0,0,0,0
ABC992383, ,1/1/2013, , , ,Verified,67,ZIP5,DI,N,N,0,0,0,0,0,0
ABC992383, ,2/1/2013, , , ,Verified,67,ZIP5,DI,N,N,279,0,0,0,976.69,312
ABC992383, ,3/1/2013, , , ,Verified,67,ZIP5,DI,N,N,279,0,0,0,976.01,312
ABC992420, ,1/1/2013, , , ,Verified,33,ZIP2,NM,N,N,366,0,0,0,1154,594
ABC992420, ,2/1/2013, , , ,Verified,33,ZIP2,NM,N,N,366,0,0,0,1154,594
ABC992420, ,3/1/2013, , , ,Verified,33,ZIP2,NM,N,N,366,0,0,0,1154,594
ABC992423, ,1/1/2013, , , ,Unverified,26,ZIP3,NM,N,N,0,0,0,0,0,0
ABC992423,730,2/1/2013, , ,730,Unverified,26,ZIP3,NM,N,N,0,0,0,0,0,0
ABC992423,730,3/1/2013, , ,730,Unverified,26,ZIP3,NM,N,N,0,0,0,0,0,0
ABC992444, ,1/1/2013, , , ,Verified,42,ZIP4,NM,N,N,0,0,0,0,1104,400
ABC992444, ,2/1/2013, , , ,Verified,42,ZIP4,NM,N,N,704,0,0,0,0,58
ABC992444, ,3/1/2013, , , ,Verified,42,ZIP4,NM,N,N,716,0,0,0,0,50
ABC992474, ,1/1/2013, , , ,Verified,33,ZIP5,NM,N,N,0,0,0,0,0,734
ABC992474, ,2/1/2013, , , ,Verified,33,ZIP5,NM,N,N,0,0,0,0,0,734
ABC992474, ,3/1/2013, , , ,Verified,33,ZIP5,NM,N,N,0,0,0,0,0,734
ABC992475, ,1/1/2013, , , ,Unverified,,ZIP1,,,,0,0,0,0,0,0
ABC992475, ,2/1/2013, , , ,Unverified,,ZIP1,,,,0,0,0,0,0,0
ABC992509,1212.3,1/1/2013, ,1212.3, ,Verified,43,ZIP5,NM,N,N,2943,0,0,0,1604,718
ABC992509,1212.3,2/1/2013,1212.3, , ,Verified,43,ZIP5,NM,N,N,3153,0,0,0,1604,592
ABC992509,1212.3,3/1/2013,1212.3, , ,Verified,43,ZIP5,NM,N,N,3153,0,0,0,1604,592
ABC992511, ,1/1/2013, , , ,Unverified,,ZIP1,,,,0,0,0,0,269,400
ABC992511, ,2/1/2013, , , ,Verified,27,ZIP5,NM,N,N,0,0,0,0,269,400
ABC992511, ,3/1/2013, , , ,Verified,27,ZIP5,NM,N,N,0,0,0,0,269,400
ABC992541, ,1/1/2013, , , ,Verified,49,ZIP1,DI,N,N,1291,0,0,0,884,40
ABC992541, ,3/1/2013, , , ,Verified,49,ZIP1,DI,N,N,1223,0,0,0,884,80
ABC992544, ,2/1/2013, , , ,Verified,25,ZIP4,NM,N,N,0,0,0,0,0,0
