"","ID","Payment_Date","Overpayment_Amount","Dollar_Error1","Dollar_Error2","Dollar_Error3","Citizenship","Age_in_yrs","ZipCodes","Marital_Status","Previous_Felony","Moved_from_out_of_state_12_mths","Income","Dependent_Care_Amount","Medical_Expense_Amount","Child_Support_Amount","Rent_Amount","Monthly_Benefit","Benefit_Amt","No_Adults","No_Children"
"597","ABC993757","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","Y",0,0,0,0,0,1052,649,1,2
"598","ABC993757","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","Y",0,0,0,0,0,1052,649,1,2
"599","ABC993819","2/1/2013",NA,NA,NA,NA,"Unverified",25,"ZIP3","","N","N",0,0,0,0,0,400,323,1,0
"600","ABC993819","3/1/2013",NA,NA,NA,NA,"Unverified",25,"ZIP3","","N","N",0,0,0,0,0,400,323,1,0
"601","ABC993821","1/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP2","NM","N","N",0,0,0,0,644,734,490,1,1
"602","ABC993821","2/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP2","NM","N","N",0,0,0,0,644,734,490,1,1
"603","ABC993821","3/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP2","NM","N","N",0,0,0,0,644,734,490,1,1
"604","ABC993839","1/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP3","NM","N","N",0,0,0,0,1017,400,323,1,0
"605","ABC993839","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP3","NM","N","N",0,0,0,0,1017,400,323,1,0
"606","ABC993839","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP3","NM","N","N",0,0,0,0,1017,400,323,1,0
"607","ABC993916","2/1/2013",NA,NA,NA,NA,"Unverified",26,"ZIP5","NM","N","",0,0,0,0,0,400,323,1,0
"608","ABC993916","3/1/2013",NA,NA,NA,NA,"Unverified",26,"ZIP5","NM","N","",0,0,0,0,0,400,323,1,0
"609","ABC993929","1/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP5","NM","N","N",0,0,0,0,1238.43,1336,791,3,1
"610","ABC993929","2/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP5","NM","N","N",0,0,0,0,1238.43,1336,791,3,1
"611","ABC993929","3/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP5","NM","N","N",0,0,0,0,1238.43,1336,791,3,1
"612","ABC993951","1/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP1","NM","N","N",0,0,0,0,0,0,727,2,3
"613","ABC993951","2/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP1","NM","N","N",0,0,0,0,0,0,727,2,3
"614","ABC993951","3/1/2013",NA,NA,NA,NA,"Verified",33,"ZIP1","NM","N","N",0,0,0,0,0,0,727,2,3
"615","ABC993959","1/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP3","MA","N","N",867,0,0,0,0,612,403,2,3
"616","ABC993959","2/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP3","MA","N","N",867,0,0,0,0,612,403,2,3
"617","ABC993959","3/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP3","MA","N","N",867,0,0,0,0,612,403,2,3
"618","ABC993965","1/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP2","NM","N","N",523,0,0,0,0,500,0,1,1
"619","ABC993965","2/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP2","NM","N","N",523,0,0,0,0,500,0,1,1
"620","ABC993965","3/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP2","NM","N","N",523,0,0,0,0,500,0,1,1
"621","ABC993978","2/1/2013",234,234,NA,NA,"Verified",24,"ZIP2","NM","N","N",1132,0,0,0,536,452,349,2,1
"622","ABC993978","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP2","NM","N","N",627,0,0,0,536,438,342,2,1
"623","ABC993985","1/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",0,0,0,0,0,400,323,1,0
"624","ABC993985","2/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",0,0,0,0,0,400,323,1,0
"625","ABC993985","3/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",0,0,0,0,0,400,323,1,0
"626","ABC993986","1/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","N",512,0,0,0,436,506,376,2,2
"627","ABC993986","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","N",512,0,0,0,436,506,376,2,2
"628","ABC993986","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","N",512,0,0,0,436,506,376,2,2
"629","ABC994035","1/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","MA","N","N",0,0,0,0,336,734,490,2,1
"630","ABC994035","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","MA","N","N",0,0,0,0,336,734,490,2,1
"631","ABC994035","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","MA","N","N",0,0,0,0,336,734,490,2,1
"632","ABC994090","1/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",0,0,0,0,1604,1336,791,1,3
"633","ABC994090","2/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",0,0,0,0,1604,1336,791,1,3
"634","ABC994090","3/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",0,0,0,0,1604,1336,791,1,3
"635","ABC994093","1/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP4","","N","N",450,0,0,0,686,210,228,1,0
"636","ABC994093","2/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP4","","N","N",450,0,0,0,686,210,228,1,0
"637","ABC994093","3/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP4","","N","N",450,0,0,0,686,210,228,1,0
"638","ABC994102","1/1/2013",NA,NA,NA,NA,"Verified",31,"ZIP1","NM","N","N",1320,189,0,0,604,32,139,1,2
"639","ABC994102","2/1/2013",NA,NA,NA,NA,"Verified",31,"ZIP1","NM","N","N",1320,189,0,0,604,32,139,1,2
"640","ABC994102","3/1/2013",NA,NA,NA,NA,"Verified",31,"ZIP1","NM","N","N",1320,189,0,0,604,32,139,1,2
"641","ABC994127","1/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP2","MA","N","N",0,0,0,0,0,0,587,2,3
"642","ABC994127","2/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP2","MA","N","N",0,0,0,0,0,0,587,2,3
"643","ABC994127","3/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP2","MA","N","N",0,0,0,0,0,0,587,2,3
"644","ABC994128","1/1/2013",318,NA,318,NA,"Verified",24,"ZIP2","NM","N","",1327,0,0,0,236,620,0,3,1
"645","ABC994128","2/1/2013",318,NA,318,NA,"Verified",24,"ZIP2","NM","N","",1327,0,0,0,236,620,0,3,1
"646","ABC994128","3/1/2013",318,NA,318,NA,"Verified",24,"ZIP2","NM","N","",1327,0,0,0,236,620,0,3,1
"647","ABC994132","1/1/2013",NA,NA,NA,NA,"Unverified",24,"ZIP3","NM","N","N",0,0,0,0,0,0,0,1,0
"648","ABC994132","2/1/2013",NA,NA,NA,NA,"Unverified",24,"ZIP3","NM","N","N",0,0,0,0,0,0,0,1,0
"649","ABC994132","3/1/2013",NA,NA,NA,NA,"Unverified",24,"ZIP3","NM","N","N",0,0,0,0,0,0,0,1,0
"650","ABC994136","1/1/2013",NA,NA,NA,NA,"Unverified",24,"ZIP1","NM","N","",0,0,0,0,0,0,0,1,0
"651","ABC994136","2/1/2013",NA,NA,NA,NA,"Unverified",24,"ZIP1","NM","N","",0,0,0,0,0,0,0,1,0
"652","ABC994136","3/1/2013",NA,NA,NA,NA,"Unverified",24,"ZIP1","NM","N","",0,0,0,0,0,0,0,1,0
"653","ABC994138","1/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP5","","N","N",0,0,0,0,923,400,323,1,0
"654","ABC994138","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP5","","N","N",0,0,0,0,923,400,323,1,0
"655","ABC994138","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP5","","N","N",0,0,0,0,923,400,323,1,0
"656","ABC994144","1/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP3","NM","N","N",0,0,0,0,0,0,331,1,1
"657","ABC994145","1/1/2013",NA,NA,NA,NA,"Unverified",24,"ZIP2","NM","N","N",0,0,0,0,0,400,323,1,0
"658","ABC994145","2/1/2013",NA,NA,NA,NA,"Unverified",24,"ZIP2","NM","N","N",0,0,0,0,0,400,323,1,0
"659","ABC994145","3/1/2013",NA,NA,NA,NA,"Unverified",24,"ZIP2","NM","N","N",0,0,0,0,0,400,323,1,0
"660","ABC994151","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP2","NM","N","N",807,0,0,0,666,330,288,1,1
"661","ABC994151","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP2","NM","N","N",807,0,0,0,666,330,288,1,1
"662","ABC994156","1/1/2013",NA,NA,NA,NA,"Unverified",25,"ZIP2","NM","N","Y",0,0,0,0,436,400,323,1,0
"663","ABC994156","2/1/2013",NA,NA,NA,NA,"Unverified",25,"ZIP2","NM","N","Y",0,0,0,0,436,400,323,1,0
"664","ABC994156","3/1/2013",NA,NA,NA,NA,"Unverified",25,"ZIP2","NM","N","Y",0,0,0,0,436,400,323,1,0
"665","ABC994159","1/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP3","NM","N","N",750,0,0,0,767,32,139,1,0
"666","ABC994159","2/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP3","NM","N","N",787,0,0,0,767,32,139,1,0
"667","ABC994159","3/1/2013",110,110,NA,NA,"Verified",25,"ZIP3","NM","N","N",858,0,0,0,767,32,139,1,0
"668","ABC994166","1/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP1","MA","N","N",0,0,0,0,0,400,323,1,0
"669","ABC994166","2/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP1","MA","N","N",0,0,0,0,0,400,323,1,0
"670","ABC994166","3/1/2013",NA,NA,NA,NA,"Verified",26,"ZIP1","MA","N","N",0,0,0,0,0,400,323,1,0
"671","ABC994178","2/1/2013",NA,NA,NA,NA,"Unverified",27,"ZIP1","NM","N","N",0,0,0,0,0,400,323,1,0
"672","ABC994178","3/1/2013",NA,NA,NA,NA,"Unverified",27,"ZIP1","NM","N","N",0,0,0,0,0,400,323,1,0
"673","ABC994186","1/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","N",0,0,0,0,0,0,0,1,0
"674","ABC994186","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","N",0,0,0,0,0,0,0,1,0
"675","ABC994194","1/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","N",387,0,0,0,0,582,414,1,1
"676","ABC994194","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","N",387,0,0,0,0,582,414,1,1
"677","ABC994194","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP1","NM","N","N",0,0,0,0,0,734,490,1,1
"678","ABC994198","1/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",0,0,0,0,779,400,323,1,1
"679","ABC994198","2/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",0,0,0,0,779,734,490,1,1
"680","ABC994198","3/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",0,0,0,0,779,734,490,1,1
"681","ABC994199","1/1/2013",NA,NA,NA,NA,"Verified",28,"ZIP1","NM","N","N",138,0,0,0,957.48,398,322,1,0
"682","ABC994199","2/1/2013",NA,NA,NA,NA,"Verified",28,"ZIP1","NM","N","N",138,0,0,0,957.48,398,322,1,0
"683","ABC994199","3/1/2013",NA,NA,NA,NA,"Verified",28,"ZIP1","NM","N","N",138,0,0,0,957.48,398,322,1,0
"684","ABC994201","2/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",0,0,0,0,0,400,323,1,0
"685","ABC994201","3/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP1","NM","N","N",0,0,0,0,0,400,323,1,0
"686","ABC994239","1/1/2013",NA,NA,NA,NA,"Unverified",24,"ZIP5","NM","N","N",0,0,0,0,0,400,0,1,0
"687","ABC994246","1/1/2013",NA,NA,NA,NA,"Unverified",25,"ZIP5","","N","Y",941,0,0,0,1104,568,407,2,1
"688","ABC994255","1/1/2013",916,NA,NA,916,"Unverified",24,"ZIP5","NM","N","N",1036,0,0,0,1204,510,378,2,1
"689","ABC994255","2/1/2013",916,NA,NA,916,"Unverified",24,"ZIP5","NM","N","N",1036,0,0,0,1204,510,378,2,1
"690","ABC994255","3/1/2013",916,NA,NA,916,"Unverified",24,"ZIP5","NM","N","N",1036,0,0,0,1204,510,378,2,1
"691","ABC994261","1/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP5","NM","N","N",349,0,0,0,0,922,584,1,2
"692","ABC994261","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP5","NM","N","N",349,0,0,0,0,922,584,1,2
"693","ABC994261","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP5","NM","N","N",0,0,0,0,604,734,490,1,2
"694","ABC994276","1/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP2","","N","",0,0,0,0,0,400,323,1,0
"695","ABC994276","2/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP2","","N","",0,0,0,0,0,400,323,1,0
"696","ABC994276","3/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP2","","N","",0,0,0,0,0,400,323,1,0
"697","ABC994278","1/1/2013",NA,NA,NA,NA,"Verified",25,"ZIP3","NM","N","N",0,0,0,0,0,734,0,1,1
"698","ABC994289","1/1/2013",NA,NA,NA,NA,"Verified",24,"ZIP3","NM","N","N",735,0,0,0,0,40,143,1,0
"699","ABC994296","1/1/2013",NA,NA,NA,NA,"Unverified",24,"ZIP2","NM","N","N",1123,0,0,0,0,458,352,2,1
"700","ABC994296","2/1/2013",NA,NA,NA,NA,"Unverified",24,"ZIP2","NM","N","N",1123,0,0,0,0,458,352,2,1
"701","ABC994296","3/1/2013",NA,NA,NA,NA,"Unverified",24,"ZIP2","NM","N","N",1123,0,0,0,0,458,352,2,1
"702","ABC994307","3/1/2013",NA,NA,NA,NA,"Verified",27,"ZIP1","NM","N","N",0,0,0,0,0,400,323,1,0
"703","ABC994328","1/1/2013",NA,NA,NA,NA,"Verified",30,"ZIP2","MA","N","N",665,0,0,0,904,1268,757,1,4
"704","ABC994328","2/1/2013",NA,NA,NA,NA,"Verified",30,"ZIP2","MA","N","N",665,0,0,0,904,1268,757,1,4
"705","ABC994328","3/1/2013",NA,NA,NA,NA,"Verified",30,"ZIP2","MA","N","N",603,0,0,0,904,1304,775,1,4
"706","ABC994372","1/1/2013",NA,NA,NA,NA,"Verified",71,"ZIP2","NM","N","N",0,0,0,0,773,400,252,1,0
"707","ABC994372","2/1/2013",NA,NA,NA,NA,"Verified",71,"ZIP2","NM","N","N",0,0,0,0,773,400,252,1,0
"708","ABC994372","3/1/2013",NA,NA,NA,NA,"Verified",71,"ZIP2","NM","N","N",0,0,0,0,773,400,252,1,0
"709","ABC994375","1/1/2013",NA,NA,NA,NA,"Verified",62,"ZIP3","DI","N","N",491,0,0,0,604,186,216,1,0
"710","ABC994375","2/1/2013",NA,NA,NA,NA,"Verified",62,"ZIP3","DI","N","N",491,0,0,0,604,186,216,1,0
"711","ABC994375","3/1/2013",NA,NA,NA,NA,"Verified",62,"ZIP3","DI","N","N",491,0,0,0,604,186,216,1,0
"712","ABC994383","1/1/2013",NA,NA,NA,NA,"Verified",61,"ZIP4","NM","N","N",0,0,0,0,0,0,259,1,0
"713","ABC994383","2/1/2013",NA,NA,NA,NA,"Verified",61,"ZIP4","NM","N","N",0,0,0,0,0,0,259,1,0
"714","ABC994383","3/1/2013",NA,NA,NA,NA,"Verified",61,"ZIP4","NM","N","N",0,0,0,0,0,0,259,1,0
"715","ABC994411","1/1/2013",320,NA,320,NA,"Verified",30,"ZIP2","NM","N","N",1055,0,0,0,0,784,515,1,3
"716","ABC994411","2/1/2013",320,NA,320,NA,"Verified",30,"ZIP2","NM","N","N",1055,0,0,0,0,784,515,1,3
"717","ABC994411","3/1/2013",320,NA,320,NA,"Verified",30,"ZIP2","NM","N","N",1055,0,0,0,0,784,515,1,3
"718","ABC994426","1/1/2013",NA,NA,NA,NA,"Verified",61,"ZIP4","NM","N","N",433,0,415,0,635.42,220,233,1,0
"719","ABC994426","2/1/2013",NA,NA,NA,NA,"Verified",61,"ZIP4","NM","N","N",433,0,415,0,635.42,220,233,1,0
"720","ABC994426","3/1/2013",NA,NA,NA,NA,"Verified",61,"ZIP4","NM","N","N",433,0,415,0,635.42,220,233,1,0
"721","ABC994480","1/1/2013",436,NA,NA,436,"Unverified",54,"ZIP5","DI","N","N",882,0,0,0,804,32,139,1,0
"722","ABC994480","2/1/2013",436,NA,NA,436,"Unverified",54,"ZIP5","DI","N","N",882,0,0,0,804,32,139,1,0
"723","ABC994480","3/1/2013",436,NA,NA,436,"Unverified",54,"ZIP5","DI","N","N",882,0,0,0,804,32,139,1,0
"724","ABC994526","2/1/2013",NA,NA,NA,NA,"Verified",30,"ZIP4","NM","N","N",0,0,0,0,704,1052,649,1,2
"725","ABC994526","3/1/2013",NA,NA,NA,NA,"Verified",30,"ZIP4","NM","N","N",0,0,0,0,704,1052,649,1,2
"726","ABC994539","1/1/2013",NA,NA,NA,NA,"Verified",55,"ZIP5","MA","N","N",622,0,0,0,1302,2710,1184,4,7
"727","ABC994539","2/1/2013",NA,NA,NA,NA,"Verified",55,"ZIP5","MA","N","N",469,0,0,0,1302,2802,1524,4,7
"728","ABC994539","3/1/2013",NA,NA,NA,NA,"Verified",55,"ZIP5","MA","N","N",469,0,0,0,1302,2802,1524,4,7
"729","ABC994587","1/1/2013",NA,NA,NA,NA,"Verified",38,"ZIP2","DI","N","N",320,0,0,0,804,288,267,1,0
"730","ABC994587","2/1/2013",NA,NA,NA,NA,"Verified",38,"ZIP2","DI","N","N",339,0,0,0,804,276,261,1,0
"731","ABC994587","3/1/2013",NA,NA,NA,NA,"Verified",38,"ZIP2","DI","N","N",339,0,0,0,804,276,261,1,0
"732","ABC994601","1/1/2013",NA,NA,NA,NA,"Verified",64,"ZIP4","DI","N","N",0,0,0,0,0,0,0,1,0
"733","ABC994601","2/1/2013",NA,NA,NA,NA,"Verified",64,"ZIP4","DI","N","N",0,0,0,0,0,0,0,1,0
"734","ABC994601","3/1/2013",NA,NA,NA,NA,"Verified",64,"ZIP4","DI","N","N",0,0,0,0,0,0,0,1,0
"735","ABC994622","1/1/2013",NA,NA,NA,NA,"Verified",52,"ZIP4","NM","N","N",0,0,0,0,1054,400,323,1,0
"736","ABC994622","2/1/2013",NA,NA,NA,NA,"Verified",52,"ZIP4","NM","N","N",0,0,0,0,1054,400,323,1,0
"737","ABC994622","3/1/2013",NA,NA,NA,NA,"Verified",52,"ZIP4","NM","N","N",0,0,0,0,1054,400,323,1,0
"738","ABC994679","1/1/2013",NA,NA,NA,NA,"Unverified",38,"ZIP2","NM","N","Y",1045,0,0,0,1289,506,376,1,2
"739","ABC994679","2/1/2013",NA,NA,NA,NA,"Unverified",38,"ZIP2","NM","N","Y",1045,0,0,0,1289,506,376,1,2
"740","ABC994679","3/1/2013",NA,NA,NA,NA,"Unverified",38,"ZIP2","NM","N","Y",1045,0,0,0,1289,506,376,1,2
"741","ABC994688","1/1/2013",NA,NA,NA,NA,"Verified",71,"ZIP4","DI","N","N",0,0,238.9,0,771,400,323,1,0
"742","ABC994688","2/1/2013",NA,NA,NA,NA,"Verified",71,"ZIP4","DI","N","N",0,0,238.9,0,771,400,323,1,0
"743","ABC994688","3/1/2013",NA,NA,NA,NA,"Verified",71,"ZIP4","DI","N","N",0,0,238.9,0,771,400,323,1,0
"744","ABC994720","1/1/2013",NA,NA,NA,NA,"Unverified",69,"ZIP4","DI","N","N",192,0,0,0,1204,364,305,1,0
"745","ABC994720","2/1/2013",NA,NA,NA,NA,"Unverified",69,"ZIP4","DI","N","N",192,0,0,0,1204,364,305,1,0
"746","ABC994720","3/1/2013",NA,NA,NA,NA,"Unverified",69,"ZIP4","DI","N","N",192,0,0,0,1204,364,305,1,0
"747","ABC994736","1/1/2013",NA,NA,NA,NA,"Verified",63,"ZIP5","DI","N","N",439,0,0,0,704,216,231,1,0
"748","ABC994736","2/1/2013",NA,NA,NA,NA,"Verified",63,"ZIP5","DI","N","N",439,0,0,0,704,216,231,1,0
"749","ABC994736","3/1/2013",NA,NA,NA,NA,"Verified",63,"ZIP5","DI","N","N",439,0,0,0,704,216,231,1,0
"750","ABC994754","1/1/2013",NA,NA,NA,NA,"Verified",36,"ZIP4","DI","N","N",0,0,0,0,0,0,582,2,3
"751","ABC994754","2/1/2013",NA,NA,NA,NA,"Verified",36,"ZIP4","DI","N","N",0,0,0,0,0,0,582,2,3
"752","ABC994754","3/1/2013",NA,NA,NA,NA,"Verified",36,"ZIP4","DI","N","N",0,0,0,0,0,0,582,2,3
"753","ABC994757","1/1/2013",NA,NA,NA,NA,"Verified",36,"ZIP1","NM","N","N",243,0,0,0,604,1270,758,2,3
"754","ABC994757","2/1/2013",NA,NA,NA,NA,"Verified",36,"ZIP1","NM","N","N",243,0,0,0,604,1270,758,2,3
"755","ABC994757","3/1/2013",NA,NA,NA,NA,"Verified",36,"ZIP1","NM","N","N",543,0,0,0,604,1090,668,2,3
"756","ABC994799","1/1/2013",NA,NA,NA,NA,"Verified",28,"ZIP4","NM","N","N",0,0,0,0,0,400,323,1,0
"757","ABC994799","2/1/2013",NA,NA,NA,NA,"Verified",28,"ZIP4","NM","N","N",0,0,0,0,0,400,323,1,0
"758","ABC994799","3/1/2013",NA,NA,NA,NA,"Verified",28,"ZIP4","NM","N","N",0,0,0,0,0,400,323,1,0
"759","ABC994811","1/1/2013",NA,NA,NA,NA,"Unverified",65,"ZIP4","NM","N","N",0,0,0,0,0,0,323,1,0
"760","ABC994811","2/1/2013",NA,NA,NA,NA,"Unverified",65,"ZIP4","NM","N","N",0,0,0,0,0,0,323,1,0
"761","ABC994811","3/1/2013",NA,NA,NA,NA,"Unverified",65,"ZIP4","NM","N","N",0,0,0,0,0,0,323,1,0
"762","ABC994874","2/1/2013",NA,NA,NA,NA,"Unverified",52,"ZIP1","DI","N","N",696,0,0,0,335,62,154,1,0
"763","ABC994874","3/1/2013",NA,NA,NA,NA,"Unverified",52,"ZIP1","DI","N","N",696,0,0,0,335,62,154,1,0
"764","ABC994877","1/1/2013",NA,NA,NA,NA,"Verified",43,"ZIP1","DI","N","N",421,0,0,0,804,562,404,1,1
"765","ABC994877","2/1/2013",NA,NA,NA,NA,"Verified",43,"ZIP1","DI","N","N",421,0,0,0,804,562,404,1,1
"766","ABC994877","3/1/2013",NA,NA,NA,NA,"Verified",43,"ZIP1","DI","N","N",421,0,0,0,804,562,404,1,1
"767","ABC994898","2/1/2013",NA,NA,NA,NA,"Verified",70,"ZIP1","DI","N","N",374,0,0,0,770,256,251,1,0
"768","ABC994898","3/1/2013",NA,NA,NA,NA,"Verified",70,"ZIP1","DI","N","N",374,0,0,0,770,256,251,1,0
"769","ABC994903","1/1/2013",NA,NA,NA,NA,"Unverified",64,"ZIP2","DI","N","Y",0,0,0,0,0,400,323,1,0
"770","ABC994903","2/1/2013",NA,NA,NA,NA,"Unverified",64,"ZIP2","DI","N","Y",0,0,0,0,0,400,323,1,0
"771","ABC994903","3/1/2013",NA,NA,NA,NA,"Unverified",64,"ZIP2","DI","N","Y",0,0,0,0,0,400,323,1,0
"772","ABC994965","2/1/2013",NA,NA,NA,NA,"Verified",34,"ZIP3","NM","N","N",0,0,0,0,0,400,323,1,0
"773","ABC994965","3/1/2013",NA,NA,NA,NA,"Verified",34,"ZIP3","NM","N","N",0,0,0,0,0,400,323,1,0
"774","ABC994995","1/1/2013",NA,NA,NA,NA,"Verified",57,"ZIP4","DI","N","N",684,0,0,0,384,70,158,1,0
"775","ABC994995","2/1/2013",NA,NA,NA,NA,"Verified",57,"ZIP4","DI","N","N",696,0,0,0,384,62,154,1,0
"776","ABC994995","3/1/2013",NA,NA,NA,NA,"Verified",57,"ZIP4","DI","N","N",696,0,0,0,384,62,154,1,0
"777","ABC995001","1/1/2013",NA,NA,NA,NA,"Unverified",56,"ZIP4","NM","N","N",0,0,0,0,0,0,297,1,0
"778","ABC995001","2/1/2013",NA,NA,NA,NA,"Unverified",56,"ZIP4","NM","N","N",0,0,0,0,0,0,297,1,0
"779","ABC995001","3/1/2013",NA,NA,NA,NA,"Unverified",56,"ZIP4","NM","N","N",0,0,0,0,0,0,297,1,0
"780","ABC995009","1/1/2013",NA,NA,NA,NA,"Unverified",38,"ZIP4","NM","N","N",0,0,0,0,0,400,323,2,0
"781","ABC995009","2/1/2013",NA,NA,NA,NA,"Unverified",38,"ZIP4","NM","N","N",0,0,0,0,0,400,323,2,0
"782","ABC995009","3/1/2013",NA,NA,NA,NA,"Unverified",38,"ZIP4","NM","N","N",0,0,0,0,0,400,323,2,0
"783","ABC995044","1/1/2013",NA,NA,NA,NA,"Verified",61,"ZIP1","WI","N","N",191,0,0,0,904,366,306,1,0
"784","ABC995044","2/1/2013",NA,NA,NA,NA,"Verified",61,"ZIP1","WI","N","N",191,0,0,0,904,366,306,1,0
"785","ABC995044","3/1/2013",NA,NA,NA,NA,"Verified",61,"ZIP1","WI","N","N",191,0,0,0,904,366,306,1,0
"786","ABC995070","1/1/2013",NA,NA,NA,NA,"Verified",29,"ZIP1","NM","N","N",0,0,0,0,0,1052,649,2,2
"787","ABC995070","2/1/2013",NA,NA,NA,NA,"Verified",29,"ZIP1","NM","N","N",0,0,0,0,0,1052,649,2,2
"788","ABC995089","1/1/2013",NA,NA,NA,NA,"Unverified",75,"ZIP3","DI","N","N",0,0,0,0,0,0,163,1,0
"789","ABC995089","2/1/2013",NA,NA,NA,NA,"Unverified",75,"ZIP3","DI","N","N",0,0,0,0,0,0,163,1,0
"790","ABC995089","3/1/2013",NA,NA,NA,NA,"Unverified",75,"ZIP3","DI","N","N",0,0,0,0,0,0,163,1,0
"791","ABC995096","1/1/2013",NA,NA,NA,NA,"Verified",62,"ZIP2","MA","N","N",617,0,0,0,694,444,345,1,2
"792","ABC995096","2/1/2013",NA,NA,NA,NA,"Verified",62,"ZIP2","MA","N","N",617,0,0,0,694,444,345,1,2
"793","ABC995096","3/1/2013",NA,NA,NA,NA,"Verified",62,"ZIP2","MA","N","N",617,0,0,0,694,444,345,1,2
"794","ABC995123","1/1/2013",NA,NA,NA,NA,"Verified",32,"ZIP2","NM","N","N",721,0,0,0,777,700,473,1,2
"795","ABC995123","2/1/2013",NA,NA,NA,NA,"Verified",32,"ZIP2","NM","N","N",871,0,0,0,777,610,443,1,2
"796","ABC995123","3/1/2013",NA,NA,NA,NA,"Verified",32,"ZIP2","NM","N","N",1021,0,0,0,777,520,443,1,2
"797","ABC995150","1/1/2013",NA,NA,NA,NA,"Unverified",NA,"ZIP1","","","",0,0,0,0,0,400,323,1,0
"798","ABC995150","2/1/2013",NA,NA,NA,NA,"Unverified",NA,"ZIP1","","","",0,0,0,0,0,400,323,1,0
"799","ABC995150","3/1/2013",NA,NA,NA,NA,"Unverified",NA,"ZIP1","","","",0,0,0,0,0,400,323,1,0
"800","ABC995171","1/1/2013",766,766,NA,NA,"Verified",29,"ZIP5","NM","N","N",3018,0,0,0,786,0,0,2,2
