ID,Overpayment_Amount,Payment_Date,Dollar_Error1,Dollar_Error2,Dollar_Error3,Citizenship,Age_in_yrs,ZipCodes,Marital_Status,Previous_Felony,Moved_from_out_of_state_12_mths,Income,Dependent_Care_Amount,Medical_Expense_Amount,Child_Support_Amount,Rent_Amount,Monthly_Benefit,Benefit_Amt,KEY,No_Adults,No_Children
ABC989983, ,3/1/2013, , , ,Verified,55.0,ZIP5,DI,N,N,568,0,0.0,0.0,1054.0,474,360,ABC989983,1,1
ABC990042, ,1/1/2013, , , ,Verified,64.0,ZIP2,NM,N,N,491,0,0.0,0.0,604.0,186,216,ABC990042,1,0
ABC990042, ,2/1/2013, , , ,Verified,64.0,ZIP2,NM,N,N,491,0,0.0,0.0,604.0,186,216,ABC990042,1,0
ABC990042, ,3/1/2013, , , ,Verified,64.0,ZIP2,NM,N,N,491,0,0.0,0.0,604.0,186,216,ABC990042,1,0
ABC990083, ,1/1/2013, , , ,Verified,33.0,ZIP3,NM,N,N,0,0,0.0,0.0,1004.0,734,490,ABC990083,1,1
ABC990083, ,2/1/2013, , , ,Verified,33.0,ZIP3,NM,N,N,0,0,0.0,0.0,1004.0,734,490,ABC990083,1,1
ABC990083, ,3/1/2013, , , ,Verified,33.0,ZIP3,NM,N,N,0,0,0.0,0.0,1004.0,734,490,ABC990083,1,1
ABC990096, ,1/1/2013, , , ,Verified,46.0,ZIP3,MA,N,Y,652,0,0.0,0.0,443.0,88,158,ABC990096,1,0
ABC990096, ,2/1/2013, , , ,Verified,46.0,ZIP3,MA,N,Y,652,0,0.0,0.0,443.0,88,167,ABC990096,1,0
ABC990096, ,3/1/2013, , , ,Verified,46.0,ZIP3,MA,N,Y,652,0,0.0,0.0,443.0,88,167,ABC990096,1,0
ABC990133, ,1/1/2013, , , ,Verified,71.0,ZIP2,DI,N,N,716,0,0.0,0.0,379.0,50,148,ABC990133,1,0
ABC990133, ,2/1/2013, , , ,Verified,71.0,ZIP2,DI,N,N,716,0,0.0,0.0,379.0,50,148,ABC990133,1,0
ABC990133, ,3/1/2013, , , ,Verified,71.0,ZIP2,DI,N,N,716,0,0.0,0.0,379.0,50,148,ABC990133,1,0
ABC990162, ,1/1/2013, , , ,Verified,53.0,ZIP5,DI,N,N,1017,0,0.0,0.0,604.0,32,139,ABC990162,2,0
ABC990162, ,2/1/2013, , , ,Verified,53.0,ZIP5,DI,N,N,616,0,436.1,0.0,604.0,110,178,ABC990162,2,0
ABC990162, ,3/1/2013, , , ,Verified,53.0,ZIP5,DI,N,N,616,0,436.1,0.0,604.0,110,178,ABC990162,2,0
ABC990204, ,1/1/2013, , , ,Unverified,62.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,323,ABC990204,1,0
ABC990204, ,2/1/2013, , , ,Unverified,62.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,323,ABC990204,1,0
ABC990204, ,3/1/2013, , , ,Unverified,62.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,323,ABC990204,1,0
ABC990316, ,2/1/2013, , , ,Verified,56.0,ZIP3,NM,N,N,398,0,0.0,0.0,736.0,242,244,ABC990316,1,0
ABC990316, ,3/1/2013, , , ,Verified,56.0,ZIP3,NM,N,N,398,0,0.0,0.0,736.0,242,244,ABC990316,1,0
ABC990323, ,1/1/2013, , , ,Verified,58.0,ZIP1,NM,N,N,696,0,0.0,0.0,373.0,62,154,ABC990323,1,0
ABC990323, ,2/1/2013, , , ,Verified,58.0,ZIP1,NM,N,N,696,0,0.0,0.0,373.0,62,154,ABC990323,1,0
ABC990323, ,3/1/2013, , , ,Verified,58.0,ZIP1,NM,N,N,696,0,0.0,0.0,373.0,62,154,ABC990323,1,0
ABC990369, ,1/1/2013, , , ,Verified,61.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC990369,1,0
ABC990369, ,2/1/2013, , , ,Verified,61.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC990369,1,0
ABC990369, ,3/1/2013, , , ,Verified,61.0,ZIP2,NM,N,N,509,0,0.0,0.0,604.0,174,210,ABC990369,1,0
ABC990385, ,1/1/2013, , , ,Verified,67.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,163,ABC990385,1,0
ABC990385, ,2/1/2013, , , ,Verified,67.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,163,ABC990385,1,0
ABC990385, ,3/1/2013, , , ,Verified,67.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,163,ABC990385,1,0
ABC990398, ,1/1/2013, , , ,Verified,80.0,ZIP5,DI,N,N,310,0,0.0,0.0,815.37,294,270,ABC990398,1,0
ABC990398, ,2/1/2013, , , ,Verified,80.0,ZIP5,DI,N,N,328,0,0.0,0.0,815.37,284,265,ABC990398,1,0
ABC990398, ,3/1/2013, , , ,Verified,80.0,ZIP5,DI,N,N,328,0,0.0,0.0,815.37,284,265,ABC990398,1,0
ABC990415, ,2/1/2013, , , ,Verified,62.0,ZIP2,NM,N,N,0,0,0.0,0.0,1094.0,734,490,ABC990415,2,0
ABC990415, ,3/1/2013, , , ,Verified,62.0,ZIP2,NM,N,N,0,0,0.0,0.0,1094.0,734,490,ABC990415,2,0
ABC990427, ,1/1/2013, , , ,Verified,73.0,ZIP1,DI,N,N,794,0,0.0,0.0,453.0,32,139,ABC990427,1,0
ABC990427, ,2/1/2013, , , ,Verified,73.0,ZIP1,DI,N,N,280,0,297.0,0.0,788.0,312,279,ABC990427,1,0
ABC990427, ,3/1/2013, , , ,Verified,73.0,ZIP1,DI,N,N,257,0,311.99,0.0,788.0,326,286,ABC990427,1,0
ABC990429, ,1/1/2013, , , ,Verified,71.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,152,ABC990429,1,0
ABC990429, ,2/1/2013, , , ,Verified,71.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,152,ABC990429,1,0
ABC990429, ,3/1/2013, , , ,Verified,71.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,152,ABC990429,1,0
ABC990443, ,1/1/2013, , , ,Verified,58.0,ZIP5,WI,N,N,0,0,0.0,0.0,1460.44,1052,649,ABC990443,1,2
ABC990443, ,2/1/2013, , , ,Verified,58.0,ZIP5,WI,N,N,0,0,0.0,0.0,1460.44,1052,649,ABC990443,1,2
ABC990443, ,3/1/2013, , , ,Verified,58.0,ZIP5,WI,N,N,0,0,0.0,0.0,1460.44,1052,649,ABC990443,1,2
ABC990446, ,1/1/2013, , , ,Unverified,47.0,ZIP5,WI,N,N,0,0,0.0,0.0,0.0,0,323,ABC990446,1,0
ABC990446, ,2/1/2013, , , ,Unverified,47.0,ZIP5,WI,N,N,0,0,0.0,0.0,0.0,0,323,ABC990446,1,0
ABC990446, ,3/1/2013, , , ,Unverified,47.0,ZIP5,WI,N,N,0,0,0.0,0.0,0.0,0,323,ABC990446,1,0
ABC990451, ,1/1/2013, , , ,Verified,53.0,ZIP2,MA,N,N,1174,0,0.0,0.0,1104.0,428,337,ABC990451,2,1
ABC990451,518,2/1/2013, ,518, ,Verified,53.0,ZIP2,MA,N,N,1174,0,0.0,0.0,1104.0,428,337,ABC990451,2,1
ABC990451,518,3/1/2013, ,518, ,Verified,53.0,ZIP2,MA,N,N,1174,0,0.0,0.0,1104.0,428,337,ABC990451,2,1
ABC990460, ,1/1/2013, , , ,Unverified,44.0,ZIP5,MA,N,N,0,0,0.0,0.0,0.0,0,328,ABC990460,2,2
ABC990460, ,2/1/2013, , , ,Unverified,44.0,ZIP5,MA,N,N,0,0,0.0,0.0,0.0,0,328,ABC990460,2,2
ABC990460, ,3/1/2013, , , ,Unverified,44.0,ZIP5,MA,N,N,1734,0,0.0,0.0,1498.82,376,311,ABC990460,2,2
ABC990462, ,1/1/2013, , , ,Unverified,59.0,ZIP2,WI,N,N,0,0,0.0,0.0,232.0,400,323,ABC990462,1,0
ABC990462, ,2/1/2013, , , ,Unverified,59.0,ZIP2,WI,N,N,0,0,0.0,0.0,232.0,400,323,ABC990462,1,0
ABC990462, ,3/1/2013, , , ,Unverified,59.0,ZIP2,WI,N,N,0,0,0.0,0.0,232.0,400,323,ABC990462,1,0
ABC990478, ,1/1/2013, , , ,Verified,48.0,ZIP2,DI,N,N,0,0,0.0,0.0,794.0,1052,649,ABC990478,1,2
ABC990478, ,2/1/2013, , , ,Verified,48.0,ZIP2,DI,N,N,0,0,0.0,0.0,794.0,1052,649,ABC990478,1,2
ABC990478, ,3/1/2013, , , ,Verified,48.0,ZIP2,DI,N,N,0,0,0.0,0.0,794.0,1052,649,ABC990478,1,2
ABC990479, ,1/1/2013, , , ,Verified,28.0,ZIP5,MA,N,N,0,0,0.0,0.0,0.0,0,242,ABC990479,2,2
ABC990479, ,2/1/2013, , , ,Verified,28.0,ZIP5,MA,N,N,0,0,0.0,0.0,0.0,0,242,ABC990479,2,2
ABC990479, ,3/1/2013, , , ,Verified,28.0,ZIP5,MA,N,N,0,0,0.0,0.0,0.0,0,242,ABC990479,2,2
ABC990504, ,1/1/2013, , , ,Unverified,77.0,ZIP4,DI,N,N,0,0,0.0,0.0,0.0,0,250,ABC990504,1,0
ABC990504,20,2/1/2013,20, , ,Unverified,77.0,ZIP4,DI,N,N,444,0,0.0,0.0,1012.97,214,230,ABC990504,1,0
ABC990504,20,3/1/2013,20, , ,Unverified,77.0,ZIP4,DI,N,N,444,0,0.0,0.0,1012.97,214,230,ABC990504,1,0
ABC990511, ,1/1/2013, , , ,Unverified,58.0,ZIP1,DI,N,N,0,0,0.0,0.0,1054.0,400,323,ABC990511,1,0
ABC990511, ,2/1/2013, , , ,Unverified,58.0,ZIP1,DI,N,N,0,0,0.0,0.0,1054.0,400,323,ABC990511,1,0
ABC990511, ,3/1/2013, , , ,Unverified,58.0,ZIP1,DI,N,N,0,0,0.0,0.0,1054.0,400,323,ABC990511,1,0
ABC990513, ,1/1/2013, , , ,Verified,53.0,ZIP1,DI,N,N,247,0,247.0,0.0,821.0,332,289,ABC990513,1,0
ABC990513, ,3/1/2013, , , ,Verified,53.0,ZIP1,DI,N,N,247,0,247.0,0.0,821.0,332,289,ABC990513,1,0
ABC990531, ,1/1/2013, , , ,Verified,62.0,ZIP5,DI,N,N,350,0,0.0,0.0,745.0,270,258,ABC990531,1,0
ABC990531, ,2/1/2013, , , ,Verified,62.0,ZIP5,DI,N,N,350,0,0.0,0.0,745.0,270,258,ABC990531,1,0
ABC990531, ,3/1/2013, , , ,Verified,62.0,ZIP5,DI,N,N,350,0,0.0,0.0,745.0,270,258,ABC990531,1,0
ABC990551, ,1/1/2013, , , ,Verified,78.0,ZIP5,NM,N,N,531,0,0.0,0.0,954.0,162,204,ABC990551,1,0
ABC990551, ,2/1/2013, , , ,Verified,78.0,ZIP5,NM,N,N,531,0,0.0,0.0,954.0,162,204,ABC990551,1,0
ABC990551, ,3/1/2013, , , ,Verified,78.0,ZIP5,NM,N,N,531,0,0.0,0.0,954.0,162,204,ABC990551,1,0
ABC990558, ,1/1/2013, , , ,Unverified,62.0,ZIP1,DI,N,N,389,0,0.0,0.0,706.0,246,246,ABC990558,1,0
ABC990558, ,2/1/2013, , , ,Unverified,62.0,ZIP1,DI,N,N,389,0,0.0,0.0,706.0,246,246,ABC990558,1,0
ABC990558, ,3/1/2013, , , ,Unverified,62.0,ZIP1,DI,N,N,389,0,0.0,0.0,706.0,246,246,ABC990558,1,0
ABC990567, ,2/1/2013, , , ,Verified,39.0,ZIP1,DI,N,Y,1040,0,0.0,0.0,1054.0,190,218,ABC990567,2,4
ABC990567, ,3/1/2013, , , ,Verified,39.0,ZIP1,DI,N,Y,1040,0,0.0,0.0,1054.0,190,218,ABC990567,2,4
ABC990592, ,1/1/2013, , , ,Verified,70.0,ZIP4,DI,N,N,428,0,0.0,0.0,698.0,224,235,ABC990592,1,0
ABC990592, ,2/1/2013, , , ,Verified,70.0,ZIP4,DI,N,N,445,0,0.0,0.0,698.0,214,230,ABC990592,1,0
ABC990592, ,3/1/2013, , , ,Verified,70.0,ZIP4,DI,N,N,445,0,0.0,0.0,698.0,214,230,ABC990592,1,0
ABC990611, ,1/1/2013, , , ,Verified,59.0,ZIP2,DI,N,N,414,0,0.0,0.0,729.0,232,239,ABC990611,1,0
ABC990611, ,2/1/2013, , , ,Verified,59.0,ZIP2,DI,N,N,414,0,0.0,0.0,729.0,232,239,ABC990611,1,0
ABC990611, ,3/1/2013, , , ,Verified,59.0,ZIP2,DI,N,N,414,0,0.0,0.0,729.0,232,239,ABC990611,1,0
ABC990612, ,1/1/2013, , , ,Verified,51.0,ZIP1,DI,N,N,0,0,0.0,0.0,654.0,1052,649,ABC990612,1,3
ABC990612, ,2/1/2013, , , ,Verified,51.0,ZIP1,DI,N,N,0,0,0.0,0.0,654.0,1052,649,ABC990612,1,3
ABC990612, ,3/1/2013, , , ,Verified,51.0,ZIP1,DI,N,N,0,0,0.0,0.0,654.0,1052,649,ABC990612,1,3
ABC990613, ,1/1/2013, , , ,Verified,49.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC990613,1,0
ABC990613, ,2/1/2013, , , ,Verified,49.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC990613,1,0
ABC990613, ,3/1/2013, , , ,Verified,49.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC990613,1,0
ABC990676, ,1/1/2013, , , ,Verified,60.0,ZIP4,NM,N,N,323,0,0.0,0.0,802.0,286,266,ABC990676,1,0
ABC990676, ,2/1/2013, , , ,Verified,60.0,ZIP4,NM,N,N,341,0,0.0,0.0,802.0,276,261,ABC990676,1,0
ABC990676, ,3/1/2013, , , ,Verified,60.0,ZIP4,NM,N,N,333,0,0.0,0.0,810.0,280,263,ABC990676,1,0
ABC990691, ,1/1/2013, , , ,Verified,61.0,ZIP1,NM,N,N,264,0,0.0,0.0,860.72,322,284,ABC990691,1,0
ABC990719, ,1/1/2013, , , ,Verified,51.0,ZIP3,DI,N,N,0,0,0.0,0.0,782.79,400,323,ABC990719,1,0
ABC990719, ,2/1/2013, , , ,Verified,51.0,ZIP3,DI,N,N,0,0,0.0,0.0,782.79,400,323,ABC990719,1,0
ABC990719, ,3/1/2013, , , ,Verified,51.0,ZIP3,DI,N,N,0,0,0.0,0.0,782.79,400,323,ABC990719,1,0
ABC990728, ,1/1/2013, , , ,Verified,67.0,ZIP4,NM,N,N,237,0,0.0,0.0,905.5,338,292,ABC990728,1,0
ABC990728, ,2/1/2013, , , ,Verified,67.0,ZIP4,NM,N,N,236,0,0.0,0.0,905.5,338,292,ABC990728,1,0
ABC990728, ,3/1/2013, , , ,Verified,67.0,ZIP4,NM,N,N,236,0,0.0,0.0,905.5,338,292,ABC990728,1,0
ABC990738, ,1/1/2013, , , ,Verified,67.0,ZIP2,WI,N,N,0,0,0.0,0.0,0.0,0,172,ABC990738,1,0
ABC990738,168,2/1/2013,168, , ,Verified,67.0,ZIP2,WI,N,N,1016,0,0.0,0.0,604.0,32,0,ABC990738,1,0
ABC990738,168,3/1/2013,168, , ,Verified,67.0,ZIP2,WI,N,N,1016,0,0.0,0.0,604.0,32,0,ABC990738,1,0
ABC990748, ,1/1/2013, , , ,Verified,70.0,ZIP5,NM,N,,896,0,201.0,0.0,804.0,32,139,ABC990748,1,0
ABC990748, ,2/1/2013, , , ,Verified,70.0,ZIP5,NM,N,,896,0,201.0,0.0,804.0,32,139,ABC990748,1,0
ABC990748, ,3/1/2013, , , ,Verified,70.0,ZIP5,NM,N,,896,0,201.0,0.0,804.0,32,139,ABC990748,1,0
ABC990783, ,1/1/2013, , , ,Verified,34.0,ZIP4,NM,N,N,0,0,0.0,0.0,979.0,734,490,ABC990783,1,1
ABC990783, ,2/1/2013, , , ,Verified,34.0,ZIP4,NM,N,N,0,0,0.0,0.0,979.0,734,490,ABC990783,1,1
ABC990783, ,3/1/2013, , , ,Verified,34.0,ZIP4,NM,N,N,0,0,0.0,0.0,979.0,734,490,ABC990783,1,1
ABC990794, ,1/1/2013, , , ,Unverified,57.0,ZIP4,MA,N,N,0,0,0.0,0.0,774.0,734,490,ABC990794,2,0
ABC990794, ,2/1/2013, , , ,Unverified,57.0,ZIP4,MA,N,N,269,0,0.0,0.0,774.0,652,449,ABC990794,2,0
ABC990794, ,3/1/2013, , , ,Unverified,57.0,ZIP4,MA,N,N,269,0,0.0,0.0,774.0,652,417,ABC990794,2,0
ABC990836, ,1/1/2013, , , ,Unverified,65.0,ZIP2,NM,N,N,0,0,0.0,0.0,549.0,400,323,ABC990836,1,0
ABC990836, ,2/1/2013, , , ,Unverified,65.0,ZIP2,NM,N,N,0,0,0.0,0.0,549.0,400,323,ABC990836,1,0
ABC990836, ,3/1/2013, , , ,Unverified,65.0,ZIP2,NM,N,N,0,0,0.0,0.0,549.0,400,323,ABC990836,1,0
ABC990857, ,3/1/2013, , , ,Verified,53.0,ZIP2,DI,N,,1989,0,0.0,0.0,1463.0,0,0,ABC990857,2,2
ABC990872, ,1/1/2013, , , ,Verified,72.0,ZIP2,DI,N,N,666,0,353.0,0.0,364.0,80,163,ABC990872,1,0
ABC990872, ,2/1/2013, , , ,Verified,72.0,ZIP2,DI,N,N,666,0,353.0,0.0,364.0,80,163,ABC990872,1,0
ABC990872, ,3/1/2013, , , ,Verified,72.0,ZIP2,DI,N,N,666,0,353.0,0.0,364.0,80,163,ABC990872,1,0
ABC990902, ,1/1/2013, , , ,Verified,38.0,ZIP5,MA,N,N,0,0,367.0,0.0,1488.67,734,490,ABC990902,2,0
ABC990902, ,2/1/2013, , , ,Verified,38.0,ZIP5,MA,N,N,0,0,486.9,0.0,1488.67,734,490,ABC990902,2,0
ABC990902, ,3/1/2013, , , ,Verified,38.0,ZIP5,MA,N,N,0,0,382.0,0.0,1488.67,734,490,ABC990902,2,0
ABC990936, ,1/1/2013, , , ,Verified,48.0,ZIP5,DI,N,N,0,0,0.0,0.0,0.0,0,601,ABC990936,2,2
ABC990936, ,2/1/2013, , , ,Verified,48.0,ZIP5,DI,N,N,0,0,0.0,0.0,0.0,0,601,ABC990936,2,2
ABC990936, ,3/1/2013, , , ,Verified,48.0,ZIP5,DI,N,N,0,0,0.0,0.0,0.0,0,601,ABC990936,2,2
ABC990999, ,1/1/2013, , , ,Verified,30.0,ZIP4,NM,N,N,0,0,0.0,0.0,0.0,0,689,ABC990999,1,3
ABC990999, ,2/1/2013, , , ,Verified,30.0,ZIP4,NM,N,N,0,0,0.0,0.0,0.0,0,689,ABC990999,1,3
ABC991001, ,1/1/2013, , , ,Verified,26.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,323,ABC991001,1,0
ABC991001, ,2/1/2013, , , ,Verified,26.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,323,ABC991001,1,0
ABC991001, ,3/1/2013, , , ,Verified,26.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC991001,1,0
ABC991004, ,1/1/2013, , , ,Verified,85.0,ZIP3,WI,N,N,0,0,0.0,0.0,0.0,0,152,ABC991004,1,0
ABC991004, ,2/1/2013, , , ,Verified,85.0,ZIP3,WI,N,N,716,0,0.0,0.0,330.0,50,148,ABC991004,1,0
ABC991004, ,3/1/2013, , , ,Verified,85.0,ZIP3,WI,N,N,716,0,0.0,0.0,330.0,50,148,ABC991004,1,0
ABC991016, ,1/1/2013, , , ,Verified,41.0,ZIP2,DI,N,N,0,0,0.0,0.0,0.0,0,297,ABC991016,1,0
ABC991016, ,2/1/2013, , , ,Verified,41.0,ZIP2,DI,N,N,0,0,0.0,0.0,1004.0,400,323,ABC991016,1,0
ABC991016, ,3/1/2013, , , ,Verified,41.0,ZIP2,DI,N,N,0,0,0.0,0.0,1004.0,400,323,ABC991016,1,0
ABC991038, ,1/1/2013, , , ,Verified,60.0,ZIP4,MA,N,N,592,0,0.0,0.0,1415.95,458,352,ABC991038,2,0
ABC991038, ,2/1/2013, , , ,Verified,60.0,ZIP4,MA,N,N,592,0,0.0,0.0,1415.95,458,352,ABC991038,2,0
ABC991038, ,3/1/2013, , , ,Verified,60.0,ZIP4,MA,N,N,592,0,0.0,0.0,1415.95,458,352,ABC991038,2,0
ABC991046, ,1/1/2013, , , ,Verified,77.0,ZIP2,MA,N,N,644,0,0.0,0.0,1138.38,428,337,ABC991046,2,0
ABC991046, ,2/1/2013, , , ,Verified,77.0,ZIP2,MA,N,N,644,0,0.0,0.0,1138.38,428,337,ABC991046,2,0
ABC991046, ,3/1/2013, , , ,Verified,77.0,ZIP2,MA,N,N,644,0,0.0,0.0,1138.38,428,337,ABC991046,2,0
ABC991088, ,1/1/2013, , , ,Verified,59.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,200,ABC991088,1,0
ABC991088, ,2/1/2013, , , ,Verified,59.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,200,ABC991088,1,0
ABC991088, ,3/1/2013, , , ,Verified,59.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,200,ABC991088,1,0
ABC991109, ,1/1/2013, , , ,Verified,60.0,ZIP5,DI,N,N,0,0,0.0,0.0,1054.0,400,323,ABC991109,1,0
ABC991109, ,2/1/2013, , , ,Verified,60.0,ZIP5,DI,N,N,0,0,0.0,0.0,1054.0,400,323,ABC991109,1,0
ABC991109, ,3/1/2013, , , ,Verified,60.0,ZIP5,DI,N,N,0,0,0.0,0.0,1054.0,400,323,ABC991109,1,0
ABC991150, ,2/1/2013, , , ,Verified,59.0,ZIP5,DI,N,N,265,0,0.0,0.0,1104.0,322,284,ABC991150,1,0
ABC991150, ,3/1/2013, , , ,Verified,59.0,ZIP5,DI,N,N,265,0,0.0,0.0,1104.0,322,284,ABC991150,1,0
ABC991151, ,1/1/2013, , , ,Verified,58.0,ZIP3,NM,N,N,736,0,0.0,0.0,0.0,372,309,ABC991151,2,0
ABC991151, ,2/1/2013, , , ,Verified,58.0,ZIP3,NM,N,N,736,0,0.0,0.0,0.0,372,309,ABC991151,2,0
ABC991151, ,3/1/2013, , , ,Verified,58.0,ZIP3,NM,N,N,736,0,0.0,0.0,0.0,372,309,ABC991151,2,0
ABC991210, ,1/1/2013, , , ,Unverified,56.0,ZIP4,MA,N,N,646,0,0.0,0.0,1443.68,426,336,ABC991210,2,0
ABC991210, ,2/1/2013, , , ,Unverified,56.0,ZIP4,MA,N,N,646,0,0.0,0.0,1443.68,426,336,ABC991210,2,0
ABC991210, ,3/1/2013, , , ,Unverified,56.0,ZIP4,MA,N,N,646,0,0.0,0.0,1443.68,426,336,ABC991210,2,0
ABC991225, ,1/1/2013, , , ,Verified,60.0,ZIP3,DI,N,N,0,0,0.0,0.0,1321.43,400,323,ABC991225,1,0
ABC991225, ,2/1/2013, , , ,Verified,60.0,ZIP3,DI,N,N,0,0,0.0,0.0,1321.43,400,323,ABC991225,1,0
ABC991225, ,3/1/2013, , , ,Verified,60.0,ZIP3,DI,N,N,0,0,0.0,0.0,1321.43,400,323,ABC991225,1,0
ABC991243, ,2/1/2013, , , ,Unverified,27.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC991243,1,0
ABC991243, ,3/1/2013, , , ,Unverified,27.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC991243,1,0
ABC991265, ,1/1/2013, , , ,Verified,45.0,ZIP3,DI,N,N,746,0,0.0,0.0,800.0,366,268,ABC991265,1,1
ABC991265, ,2/1/2013, , , ,Verified,45.0,ZIP3,DI,N,N,833,0,0.0,0.0,800.0,314,268,ABC991265,1,1
ABC991265, ,3/1/2013, , , ,Verified,45.0,ZIP3,DI,N,N,833,0,0.0,0.0,800.0,314,280,ABC991265,1,1
ABC991278, ,2/1/2013, , , ,Verified,58.0,ZIP1,NM,N,Y,0,0,0.0,0.0,0.0,0,0,ABC991278,1,0
ABC991278, ,3/1/2013, , , ,Verified,58.0,ZIP1,NM,N,Y,0,0,0.0,0.0,0.0,0,0,ABC991278,1,0
ABC991282, ,1/1/2013, , , ,Verified,28.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,734,490,ABC991282,1,1
ABC991282,233,2/1/2013, ,233, ,Verified,28.0,ZIP2,NM,N,N,1310,0,0.0,0.0,0.0,734,270,ABC991282,1,1
ABC991282,233,3/1/2013, ,233, ,Verified,28.0,ZIP2,NM,N,N,1310,0,0.0,0.0,0.0,734,270,ABC991282,1,1
ABC991364, ,1/1/2013, , , ,Verified,42.0,ZIP5,DI,N,N,0,0,0.0,0.0,0.0,0,791,ABC991364,2,5
ABC991364, ,2/1/2013, , , ,Verified,42.0,ZIP5,DI,N,N,0,0,0.0,0.0,0.0,0,791,ABC991364,2,5
ABC991364, ,3/1/2013, , , ,Verified,42.0,ZIP5,DI,N,N,0,0,0.0,0.0,927.0,1336,791,ABC991364,2,5
ABC991395, ,3/1/2013, , , ,Unverified,56.0,ZIP1,NM,N,N,373,0,0.0,0.0,770.0,256,251,ABC991395,1,0
ABC991401, ,1/1/2013, , , ,Verified,53.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,323,ABC991401,1,0
ABC991401, ,3/1/2013, , , ,Verified,53.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC991401,1,0
ABC991459, ,1/1/2013, , , ,Verified,38.0,ZIP3,MA,N,,1911,0,0.0,0.0,936.0,270,258,ABC991459,2,3
ABC991459, ,2/1/2013, , , ,Verified,38.0,ZIP3,MA,N,,1911,0,0.0,0.0,936.0,270,258,ABC991459,2,3
ABC991459, ,3/1/2013, , , ,Verified,38.0,ZIP3,MA,N,,1911,0,0.0,0.0,936.0,270,258,ABC991459,2,3
ABC991461, ,1/1/2013, , , ,Unverified,43.0,ZIP2,DI,N,N,239,0,0.0,0.0,904.0,670,458,ABC991461,1,1
ABC991461, ,2/1/2013, , , ,Unverified,43.0,ZIP2,DI,N,N,239,0,0.0,0.0,904.0,670,458,ABC991461,1,1
ABC991461, ,3/1/2013, , , ,Unverified,43.0,ZIP2,DI,N,N,239,0,0.0,0.0,904.0,670,458,ABC991461,1,1
ABC991505, ,1/1/2013, , , ,Verified,34.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,592,ABC991505,1,2
ABC991505, ,3/1/2013, , , ,Verified,34.0,ZIP3,NM,N,N,0,0,0.0,0.0,261.0,1052,0,ABC991505,1,2
ABC991510, ,1/1/2013, , , ,Unverified,27.0,ZIP3,MA,N,N,0,0,0.0,0.0,0.0,0,242,ABC991510,2,0
ABC991510, ,2/1/2013, , , ,Unverified,27.0,ZIP3,MA,N,N,0,0,0.0,0.0,0.0,0,242,ABC991510,2,0
ABC991510,321.3,3/1/2013, ,321.3, ,Unverified,27.0,ZIP3,MA,N,N,862,0,0.0,0.0,1254.0,296,242,ABC991510,2,0
ABC991580, ,1/1/2013, , , ,Verified,68.0,ZIP1,DI,N,N,0,0,0.0,0.0,0.0,0,299,ABC991580,1,0
ABC991580, ,2/1/2013, , , ,Verified,68.0,ZIP1,DI,N,N,0,0,0.0,0.0,0.0,0,299,ABC991580,1,0
ABC991580, ,3/1/2013, , , ,Verified,68.0,ZIP1,DI,N,N,231,0,0.0,0.0,912.61,342,294,ABC991580,1,0
ABC991626, ,1/1/2013, , , ,Verified,63.0,ZIP5,DI,N,N,0,0,0.0,0.0,864.0,400,323,ABC991626,1,0
ABC991626, ,2/1/2013, , , ,Verified,63.0,ZIP5,DI,N,N,0,0,0.0,0.0,864.0,400,323,ABC991626,1,0
ABC991626, ,3/1/2013, , , ,Verified,63.0,ZIP5,DI,N,N,0,0,0.0,0.0,864.0,400,323,ABC991626,1,0
