ID,Overpayment_Amount,Payment_Date,Dollar_Error1,Dollar_Error2,Dollar_Error3,Citizenship,Age_in_yrs,ZipCodes,Marital_Status,Previous_Felony,Moved_from_out_of_state_12_mths,Income,Dependent_Care_Amount,Medical_Expense_Amount,Child_Support_Amount,Rent_Amount,Monthly_Benefit,Benefit_Amt,KEY,No_Adults,No_Children
ABC993378, ,3/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,629.0,1336,791,ABC993378,1,4
ABC993379, ,1/1/2013, , , ,Unverified,63.0,ZIP1,NM,N,N,654,0,0.0,0.0,0.0,88,167,ABC993379,1,0
ABC993379, ,2/1/2013, , , ,Unverified,63.0,ZIP1,NM,N,N,654,0,0.0,0.0,0.0,88,167,ABC993379,1,0
ABC993379, ,3/1/2013, , , ,Unverified,63.0,ZIP1,NM,N,N,654,0,0.0,0.0,0.0,88,167,ABC993379,1,0
ABC993384, ,1/1/2013, , , ,Unverified,28.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,310,ABC993384,1,0
ABC993384, ,2/1/2013, , , ,Unverified,28.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,310,ABC993384,1,0
ABC993384, ,3/1/2013, , , ,Unverified,28.0,ZIP5,NM,N,N,0,0,0.0,0.0,286.0,400,323,ABC993384,1,0
ABC993389, ,1/1/2013, , , ,Verified,26.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993389,2,2
ABC993389, ,2/1/2013, , , ,Verified,26.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993389,2,2
ABC993389, ,3/1/2013, , , ,Verified,26.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993389,2,2
ABC993455, ,1/1/2013, , , ,Verified,27.0,ZIP1,NM,N,N,688,0,0.0,0.0,0.0,1004,625,ABC993455,2,2
ABC993455, ,2/1/2013, , , ,Verified,27.0,ZIP1,NM,N,N,688,0,0.0,0.0,0.0,1004,625,ABC993455,2,2
ABC993455, ,3/1/2013, , , ,Verified,27.0,ZIP1,NM,N,N,688,0,0.0,0.0,0.0,1004,625,ABC993455,2,2
ABC993481, ,1/1/2013, , , ,Unverified,28.0,ZIP4,MA,N,N,0,0,0.0,0.0,1129.0,734,490,ABC993481,2,0
ABC993481,518,2/1/2013, , ,518,Unverified,28.0,ZIP4,MA,N,N,1672,0,0.0,0.0,1129.0,0,0,ABC993481,2,0
ABC993481,518,3/1/2013, , ,518,Unverified,28.0,ZIP4,MA,N,N,1672,0,0.0,0.0,1129.0,0,0,ABC993481,2,0
ABC993533, ,1/1/2013, , , ,Unverified,28.0,ZIP2,NM,N,N,779,0,0.0,0.0,1547.0,948,597,ABC993533,1,3
ABC993533, ,2/1/2013, , , ,Unverified,28.0,ZIP2,NM,N,N,779,0,0.0,0.0,1547.0,948,597,ABC993533,1,3
ABC993533, ,3/1/2013, , , ,Unverified,28.0,ZIP2,NM,N,N,862,0,0.0,0.0,1079.0,898,572,ABC993533,1,3
ABC993558, ,1/1/2013, , , ,Verified,24.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993558,2,1
ABC993558, ,2/1/2013, , , ,Verified,24.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993558,2,1
ABC993558, ,3/1/2013, , , ,Verified,24.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993558,2,1
ABC993598, ,3/1/2013, , , ,Verified,24.0,ZIP4,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993598,1,0
ABC993609, ,1/1/2013, , , ,Unverified,25.0,ZIP4,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993609,1,0
ABC993609, ,2/1/2013, , , ,Unverified,25.0,ZIP4,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993609,1,0
ABC993609, ,3/1/2013, , , ,Unverified,25.0,ZIP4,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993609,1,0
ABC993610, ,1/1/2013, , , ,Verified,28.0,ZIP4,NM,N,N,0,38,0.0,0.0,844.0,734,490,ABC993610,1,1
ABC993610, ,2/1/2013, , , ,Verified,28.0,ZIP4,NM,N,N,0,38,0.0,0.0,844.0,734,490,ABC993610,1,1
ABC993610, ,3/1/2013, , , ,Verified,28.0,ZIP4,NM,N,N,0,38,0.0,0.0,844.0,734,490,ABC993610,1,1
ABC993659, ,1/1/2013, , , ,Verified,28.0,ZIP1,MA,N,N,0,0,0.0,305.89,1379.0,1336,356,ABC993659,2,2
ABC993659, ,2/1/2013, , , ,Verified,28.0,ZIP1,MA,N,N,0,0,0.0,305.89,1379.0,1336,356,ABC993659,2,2
ABC993659,118,3/1/2013,118,, ,Verified,28.0,ZIP1,MA,N,N,1583,0,0.0,305.89,1379.0,466,356,ABC993659,2,2
ABC993684, ,1/1/2013, , , ,Verified,24.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,0,649,ABC993684,2,1
ABC993684, ,2/1/2013, , , ,Verified,24.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,0,649,ABC993684,2,1
ABC993684, ,3/1/2013, , , ,Verified,24.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,0,649,ABC993684,2,1
ABC993685, ,2/1/2013, , , ,Verified,24.0,ZIP3,NM,N,N,1362,0,0.0,0.0,714.0,314,280,ABC993685,2,1
ABC993685, ,3/1/2013, , , ,Verified,24.0,ZIP3,NM,N,N,1362,0,0.0,0.0,714.0,314,280,ABC993685,2,1
ABC993689, ,1/1/2013, , , ,Verified,26.0,ZIP2,NM,N,N,0,0,0.0,0.0,604.0,734,490,ABC993689,2,1
ABC993689, ,2/1/2013, , , ,Verified,26.0,ZIP2,NM,N,N,0,0,0.0,0.0,604.0,734,490,ABC993689,2,1
ABC993689, ,3/1/2013, , , ,Verified,26.0,ZIP2,NM,N,N,0,0,0.0,0.0,604.0,734,490,ABC993689,2,1
ABC993691, ,1/1/2013, , , ,Unverified,27.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993691,1,0
ABC993691,233,2/1/2013,233, , ,Unverified,27.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993691,1,0
ABC993691,233,3/1/2013,233, , ,Unverified,27.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993691,1,0
ABC993693, ,3/1/2013, , , ,Verified,25.0,ZIP2,,N,N,0,0,0.0,0.0,0.0,400,323,ABC993693,1,0
ABC993696, ,1/1/2013, , , ,Verified,28.0,ZIP2,NM,N,N,1306,0,0.0,0.0,779.0,882,564,ABC993696,2,3
ABC993696, ,2/1/2013, , , ,Verified,28.0,ZIP2,NM,N,N,1382,0,0.0,0.0,779.0,586,416,ABC993696,2,3
ABC993696, ,3/1/2013, , , ,Verified,28.0,ZIP2,NM,N,N,1382,0,0.0,0.0,779.0,586,416,ABC993696,2,3
ABC993702, ,1/1/2013, , , ,Unverified,26.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993702,1,0
ABC993702, ,3/1/2013, , , ,Unverified,26.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993702,1,0
ABC993703, ,1/1/2013, , , ,Verified,24.0,ZIP2,NM,N,N,423,0,0.0,0.0,604.0,1162,704,ABC993703,2,4
ABC993703, ,2/1/2013, , , ,Verified,24.0,ZIP2,NM,N,N,423,0,0.0,0.0,604.0,1162,704,ABC993703,2,4
ABC993703, ,3/1/2013, , , ,Verified,24.0,ZIP2,NM,N,N,423,0,0.0,0.0,604.0,1162,704,ABC993703,2,4
ABC993713, ,1/1/2013, , , ,Verified,26.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,363,ABC993713,2,1
ABC993713, ,2/1/2013, , , ,Verified,26.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,363,ABC993713,2,1
ABC993713, ,3/1/2013, , , ,Verified,26.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993713,2,1
ABC993724, ,1/1/2013, , , ,Unverified,27.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993724,1,0
ABC993724, ,2/1/2013, , , ,Unverified,27.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993724,1,0
ABC993724, ,3/1/2013, , , ,Unverified,27.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993724,1,0
ABC993727, ,1/1/2013, , , ,Unverified,27.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,323,ABC993727,1,0
ABC993727, ,2/1/2013, , , ,Unverified,27.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,0,323,ABC993727,1,0
ABC993747, ,1/1/2013, , , ,Unverified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993747,1,2
ABC993747, ,2/1/2013, , , ,Unverified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC993747,1,2
ABC993757, ,1/1/2013, , , ,Verified,24.0,ZIP1,NM,N,Y,490,0,0.0,0.0,0.0,838,542,ABC993757,1,2
ABC993757, ,2/1/2013, , , ,Verified,24.0,ZIP1,NM,N,Y,0,0,0.0,0.0,0.0,1052,649,ABC993757,1,2
ABC993757, ,3/1/2013, , , ,Verified,24.0,ZIP1,NM,N,Y,0,0,0.0,0.0,0.0,1052,649,ABC993757,1,2
ABC993819, ,2/1/2013, , , ,Unverified,25.0,ZIP3,,N,N,0,0,0.0,0.0,0.0,400,323,ABC993819,1,0
ABC993819, ,3/1/2013, , , ,Unverified,25.0,ZIP3,,N,N,0,0,0.0,0.0,0.0,400,323,ABC993819,1,0
ABC993821, ,1/1/2013, , , ,Verified,27.0,ZIP2,NM,N,N,0,0,0.0,0.0,644.0,734,490,ABC993821,1,1
ABC993821, ,2/1/2013, , , ,Verified,27.0,ZIP2,NM,N,N,0,0,0.0,0.0,644.0,734,490,ABC993821,1,1
ABC993821, ,3/1/2013, , , ,Verified,27.0,ZIP2,NM,N,N,0,0,0.0,0.0,644.0,734,490,ABC993821,1,1
ABC993839, ,1/1/2013, , , ,Verified,24.0,ZIP3,NM,N,N,0,0,0.0,0.0,1017.0,400,323,ABC993839,1,0
ABC993839, ,2/1/2013, , , ,Verified,24.0,ZIP3,NM,N,N,0,0,0.0,0.0,1017.0,400,323,ABC993839,1,0
ABC993839, ,3/1/2013, , , ,Verified,24.0,ZIP3,NM,N,N,0,0,0.0,0.0,1017.0,400,323,ABC993839,1,0
ABC993916, ,2/1/2013, , , ,Unverified,26.0,ZIP5,NM,N,,0,0,0.0,0.0,0.0,400,323,ABC993916,1,0
ABC993916, ,3/1/2013, , , ,Unverified,26.0,ZIP5,NM,N,,0,0,0.0,0.0,0.0,400,323,ABC993916,1,0
ABC993929, ,1/1/2013, , , ,Verified,25.0,ZIP5,NM,N,N,0,0,0.0,0.0,1238.43,1336,791,ABC993929,3,1
ABC993929, ,2/1/2013, , , ,Verified,25.0,ZIP5,NM,N,N,0,0,0.0,0.0,1238.43,1336,791,ABC993929,3,1
ABC993929, ,3/1/2013, , , ,Verified,25.0,ZIP5,NM,N,N,0,0,0.0,0.0,1238.43,1336,791,ABC993929,3,1
ABC993951, ,1/1/2013, , , ,Verified,33.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,0,727,ABC993951,2,3
ABC993951, ,2/1/2013, , , ,Verified,33.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,0,727,ABC993951,2,3
ABC993951, ,3/1/2013, , , ,Verified,33.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,0,727,ABC993951,2,3
ABC993959, ,1/1/2013, , , ,Verified,27.0,ZIP3,MA,N,N,867,0,0.0,0.0,0.0,612,403,ABC993959,2,3
ABC993959, ,2/1/2013, , , ,Verified,27.0,ZIP3,MA,N,N,867,0,0.0,0.0,0.0,612,403,ABC993959,2,3
ABC993959, ,3/1/2013, , , ,Verified,27.0,ZIP3,MA,N,N,867,0,0.0,0.0,0.0,612,403,ABC993959,2,3
ABC993965, ,1/1/2013, , , ,Verified,26.0,ZIP2,NM,N,N,523,0,0.0,0.0,0.0,500,0,ABC993965,1,1
ABC993965, ,2/1/2013, , , ,Verified,26.0,ZIP2,NM,N,N,523,0,0.0,0.0,0.0,500,0,ABC993965,1,1
ABC993965, ,3/1/2013, , , ,Verified,26.0,ZIP2,NM,N,N,523,0,0.0,0.0,0.0,500,0,ABC993965,1,1
ABC993978,234,2/1/2013,234, , ,Verified,24.0,ZIP2,NM,N,N,1132,0,0.0,0.0,536.0,452,349,ABC993978,2,1
ABC993978, ,3/1/2013, , , ,Verified,24.0,ZIP2,NM,N,N,627,0,0.0,0.0,536.0,438,342,ABC993978,2,1
ABC993985, ,1/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993985,1,0
ABC993985, ,2/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993985,1,0
ABC993985, ,3/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC993985,1,0
ABC993986, ,1/1/2013, , , ,Verified,24.0,ZIP1,NM,N,N,512,0,0.0,0.0,436.0,506,376,ABC993986,2,2
ABC993986, ,2/1/2013, , , ,Verified,24.0,ZIP1,NM,N,N,512,0,0.0,0.0,436.0,506,376,ABC993986,2,2
ABC993986, ,3/1/2013, , , ,Verified,24.0,ZIP1,NM,N,N,512,0,0.0,0.0,436.0,506,376,ABC993986,2,2
ABC994035, ,1/1/2013, , , ,Verified,24.0,ZIP1,MA,N,N,0,0,0.0,0.0,336.0,734,490,ABC994035,2,1
ABC994035, ,2/1/2013, , , ,Verified,24.0,ZIP1,MA,N,N,0,0,0.0,0.0,336.0,734,490,ABC994035,2,1
ABC994035, ,3/1/2013, , , ,Verified,24.0,ZIP1,MA,N,N,0,0,0.0,0.0,336.0,734,490,ABC994035,2,1
ABC994090, ,1/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,1604.0,1336,791,ABC994090,1,3
ABC994090, ,2/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,1604.0,1336,791,ABC994090,1,3
ABC994090, ,3/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,1604.0,1336,791,ABC994090,1,3
ABC994093, ,1/1/2013, , , ,Verified,25.0,ZIP4,,N,N,450,0,0.0,0.0,686.0,210,228,ABC994093,1,0
ABC994093, ,2/1/2013, , , ,Verified,25.0,ZIP4,,N,N,450,0,0.0,0.0,686.0,210,228,ABC994093,1,0
ABC994093, ,3/1/2013, , , ,Verified,25.0,ZIP4,,N,N,450,0,0.0,0.0,686.0,210,228,ABC994093,1,0
ABC994102, ,1/1/2013, , , ,Verified,31.0,ZIP1,NM,N,N,1320,189,0.0,0.0,604.0,32,139,ABC994102,1,2
ABC994102, ,2/1/2013, , , ,Verified,31.0,ZIP1,NM,N,N,1320,189,0.0,0.0,604.0,32,139,ABC994102,1,2
ABC994102, ,3/1/2013, , , ,Verified,31.0,ZIP1,NM,N,N,1320,189,0.0,0.0,604.0,32,139,ABC994102,1,2
ABC994127, ,1/1/2013, , , ,Verified,27.0,ZIP2,MA,N,N,0,0,0.0,0.0,0.0,0,587,ABC994127,2,3
ABC994127, ,2/1/2013, , , ,Verified,27.0,ZIP2,MA,N,N,0,0,0.0,0.0,0.0,0,587,ABC994127,2,3
ABC994127, ,3/1/2013, , , ,Verified,27.0,ZIP2,MA,N,N,0,0,0.0,0.0,0.0,0,587,ABC994127,2,3
ABC994128,318,1/1/2013, ,318, ,Verified,24.0,ZIP2,NM,N,,1327,0,0.0,0.0,236.0,620,0,ABC994128,3,1
ABC994128,318,2/1/2013, ,318, ,Verified,24.0,ZIP2,NM,N,,1327,0,0.0,0.0,236.0,620,0,ABC994128,3,1
ABC994128,318,3/1/2013, ,318, ,Verified,24.0,ZIP2,NM,N,,1327,0,0.0,0.0,236.0,620,0,ABC994128,3,1
ABC994132, ,1/1/2013, , , ,Unverified,24.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC994132,1,0
ABC994132, ,2/1/2013, , , ,Unverified,24.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC994132,1,0
ABC994132, ,3/1/2013, , , ,Unverified,24.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC994132,1,0
ABC994136, ,1/1/2013, , , ,Unverified,24.0,ZIP1,NM,N,,0,0,0.0,0.0,0.0,0,0,ABC994136,1,0
ABC994136, ,2/1/2013, , , ,Unverified,24.0,ZIP1,NM,N,,0,0,0.0,0.0,0.0,0,0,ABC994136,1,0
ABC994136, ,3/1/2013, , , ,Unverified,24.0,ZIP1,NM,N,,0,0,0.0,0.0,0.0,0,0,ABC994136,1,0
ABC994138, ,1/1/2013, , , ,Verified,24.0,ZIP5,,N,N,0,0,0.0,0.0,923.0,400,323,ABC994138,1,0
ABC994138, ,2/1/2013, , , ,Verified,24.0,ZIP5,,N,N,0,0,0.0,0.0,923.0,400,323,ABC994138,1,0
ABC994138, ,3/1/2013, , , ,Verified,24.0,ZIP5,,N,N,0,0,0.0,0.0,923.0,400,323,ABC994138,1,0
ABC994144, ,1/1/2013, , , ,Verified,25.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,0,331,ABC994144,1,1
ABC994145, ,1/1/2013, , , ,Unverified,24.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC994145,1,0
ABC994145, ,2/1/2013, , , ,Unverified,24.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC994145,1,0
ABC994145, ,3/1/2013, , , ,Unverified,24.0,ZIP2,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC994145,1,0
ABC994151, ,2/1/2013, , , ,Verified,24.0,ZIP2,NM,N,N,807,0,0.0,0.0,666.0,330,288,ABC994151,1,1
ABC994151, ,3/1/2013, , , ,Verified,24.0,ZIP2,NM,N,N,807,0,0.0,0.0,666.0,330,288,ABC994151,1,1
ABC994156, ,1/1/2013, , , ,Unverified,25.0,ZIP2,NM,N,Y,0,0,0.0,0.0,436.0,400,323,ABC994156,1,0
ABC994156, ,2/1/2013, , , ,Unverified,25.0,ZIP2,NM,N,Y,0,0,0.0,0.0,436.0,400,323,ABC994156,1,0
ABC994156, ,3/1/2013, , , ,Unverified,25.0,ZIP2,NM,N,Y,0,0,0.0,0.0,436.0,400,323,ABC994156,1,0
ABC994159, ,1/1/2013, , , ,Verified,25.0,ZIP3,NM,N,N,750,0,0.0,0.0,767.0,32,139,ABC994159,1,0
ABC994159, ,2/1/2013, , , ,Verified,25.0,ZIP3,NM,N,N,787,0,0.0,0.0,767.0,32,139,ABC994159,1,0
ABC994159,110,3/1/2013,110, , ,Verified,25.0,ZIP3,NM,N,N,858,0,0.0,0.0,767.0,32,139,ABC994159,1,0
ABC994166, ,1/1/2013, , , ,Verified,26.0,ZIP1,MA,N,N,0,0,0.0,0.0,0.0,400,323,ABC994166,1,0
ABC994166, ,2/1/2013, , , ,Verified,26.0,ZIP1,MA,N,N,0,0,0.0,0.0,0.0,400,323,ABC994166,1,0
ABC994166, ,3/1/2013, , , ,Verified,26.0,ZIP1,MA,N,N,0,0,0.0,0.0,0.0,400,323,ABC994166,1,0
ABC994178, ,2/1/2013, , , ,Unverified,27.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC994178,1,0
ABC994178, ,3/1/2013, , , ,Unverified,27.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC994178,1,0
ABC994186, ,1/1/2013, , , ,Verified,24.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC994186,1,0
ABC994186, ,2/1/2013, , , ,Verified,24.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,0,0,ABC994186,1,0
ABC994194, ,1/1/2013, , , ,Verified,24.0,ZIP1,NM,N,N,387,0,0.0,0.0,0.0,582,414,ABC994194,1,1
ABC994194, ,2/1/2013, , , ,Verified,24.0,ZIP1,NM,N,N,387,0,0.0,0.0,0.0,582,414,ABC994194,1,1
ABC994194, ,3/1/2013, , , ,Verified,24.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,734,490,ABC994194,1,1
ABC994198, ,1/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,779.0,400,323,ABC994198,1,1
ABC994198, ,2/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,779.0,734,490,ABC994198,1,1
ABC994198, ,3/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,779.0,734,490,ABC994198,1,1
ABC994199, ,1/1/2013, , , ,Verified,28.0,ZIP1,NM,N,N,138,0,0.0,0.0,957.48,398,322,ABC994199,1,0
ABC994199, ,2/1/2013, , , ,Verified,28.0,ZIP1,NM,N,N,138,0,0.0,0.0,957.48,398,322,ABC994199,1,0
ABC994199, ,3/1/2013, , , ,Verified,28.0,ZIP1,NM,N,N,138,0,0.0,0.0,957.48,398,322,ABC994199,1,0
ABC994201, ,2/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC994201,1,0
ABC994201, ,3/1/2013, , , ,Verified,25.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC994201,1,0
ABC994239, ,1/1/2013, , , ,Unverified,24.0,ZIP5,NM,N,N,0,0,0.0,0.0,0.0,400,0,ABC994239,1,0
ABC994246, ,1/1/2013, , , ,Unverified,25.0,ZIP5,,N,Y,941,0,0.0,0.0,1104.0,568,407,ABC994246,2,1
ABC994255,916,1/1/2013, , ,916,Unverified,24.0,ZIP5,NM,N,N,1036,0,0.0,0.0,1204.0,510,378,ABC994255,2,1
ABC994255,916,2/1/2013, , ,916,Unverified,24.0,ZIP5,NM,N,N,1036,0,0.0,0.0,1204.0,510,378,ABC994255,2,1
ABC994255,916,3/1/2013, , ,916,Unverified,24.0,ZIP5,NM,N,N,1036,0,0.0,0.0,1204.0,510,378,ABC994255,2,1
ABC994261, ,1/1/2013, , , ,Verified,24.0,ZIP5,NM,N,N,349,0,0.0,0.0,0.0,922,584,ABC994261,1,2
ABC994261, ,2/1/2013, , , ,Verified,24.0,ZIP5,NM,N,N,349,0,0.0,0.0,0.0,922,584,ABC994261,1,2
ABC994261, ,3/1/2013, , , ,Verified,24.0,ZIP5,NM,N,N,0,0,0.0,0.0,604.0,734,490,ABC994261,1,2
ABC994276, ,1/1/2013, , , ,Verified,24.0,ZIP2,,N,,0,0,0.0,0.0,0.0,400,323,ABC994276,1,0
ABC994276, ,2/1/2013, , , ,Verified,24.0,ZIP2,,N,,0,0,0.0,0.0,0.0,400,323,ABC994276,1,0
ABC994276, ,3/1/2013, , , ,Verified,24.0,ZIP2,,N,,0,0,0.0,0.0,0.0,400,323,ABC994276,1,0
ABC994278, ,1/1/2013, , , ,Verified,25.0,ZIP3,NM,N,N,0,0,0.0,0.0,0.0,734,0,ABC994278,1,1
ABC994289, ,1/1/2013, , , ,Verified,24.0,ZIP3,NM,N,N,735,0,0.0,0.0,0.0,40,143,ABC994289,1,0
ABC994296, ,1/1/2013, , , ,Unverified,24.0,ZIP2,NM,N,N,1123,0,0.0,0.0,0.0,458,352,ABC994296,2,1
ABC994296, ,2/1/2013, , , ,Unverified,24.0,ZIP2,NM,N,N,1123,0,0.0,0.0,0.0,458,352,ABC994296,2,1
ABC994296, ,3/1/2013, , , ,Unverified,24.0,ZIP2,NM,N,N,1123,0,0.0,0.0,0.0,458,352,ABC994296,2,1
ABC994307, ,3/1/2013, , , ,Verified,27.0,ZIP1,NM,N,N,0,0,0.0,0.0,0.0,400,323,ABC994307,1,0
ABC994328, ,1/1/2013, , , ,Verified,30.0,ZIP2,MA,N,N,665,0,0.0,0.0,904.0,1268,757,ABC994328,1,4
ABC994328, ,2/1/2013, , , ,Verified,30.0,ZIP2,MA,N,N,665,0,0.0,0.0,904.0,1268,757,ABC994328,1,4
ABC994328, ,3/1/2013, , , ,Verified,30.0,ZIP2,MA,N,N,603,0,0.0,0.0,904.0,1304,775,ABC994328,1,4
ABC994372, ,1/1/2013, , , ,Verified,71.0,ZIP2,NM,N,N,0,0,0.0,0.0,773.0,400,252,ABC994372,1,0
ABC994372, ,2/1/2013, , , ,Verified,71.0,ZIP2,NM,N,N,0,0,0.0,0.0,773.0,400,252,ABC994372,1,0
ABC994372, ,3/1/2013, , , ,Verified,71.0,ZIP2,NM,N,N,0,0,0.0,0.0,773.0,400,252,ABC994372,1,0
ABC994375, ,1/1/2013, , , ,Verified,62.0,ZIP3,DI,N,N,491,0,0.0,0.0,604.0,186,216,ABC994375,1,0
ABC994375, ,2/1/2013, , , ,Verified,62.0,ZIP3,DI,N,N,491,0,0.0,0.0,604.0,186,216,ABC994375,1,0
ABC994375, ,3/1/2013, , , ,Verified,62.0,ZIP3,DI,N,N,491,0,0.0,0.0,604.0,186,216,ABC994375,1,0
ABC994383, ,1/1/2013, , , ,Verified,61.0,ZIP4,NM,N,N,0,0,0.0,0.0,0.0,0,259,ABC994383,1,0
ABC994383, ,2/1/2013, , , ,Verified,61.0,ZIP4,NM,N,N,0,0,0.0,0.0,0.0,0,259,ABC994383,1,0
ABC994383, ,3/1/2013, , , ,Verified,61.0,ZIP4,NM,N,N,0,0,0.0,0.0,0.0,0,259,ABC994383,1,0
ABC994411,320,1/1/2013, ,320, ,Verified,30.0,ZIP2,NM,N,N,1055,0,0.0,0.0,0.0,784,515,ABC994411,1,3
ABC994411,320,2/1/2013, ,320, ,Verified,30.0,ZIP2,NM,N,N,1055,0,0.0,0.0,0.0,784,515,ABC994411,1,3
ABC994411,320,3/1/2013, ,320, ,Verified,30.0,ZIP2,NM,N,N,1055,0,0.0,0.0,0.0,784,515,ABC994411,1,3
ABC994426, ,1/1/2013, , , ,Verified,61.0,ZIP4,NM,N,N,433,0,415.0,0.0,635.42,220,233,ABC994426,1,0
ABC994426, ,2/1/2013, , , ,Verified,61.0,ZIP4,NM,N,N,433,0,415.0,0.0,635.42,220,233,ABC994426,1,0
ABC994426, ,3/1/2013, , , ,Verified,61.0,ZIP4,NM,N,N,433,0,415.0,0.0,635.42,220,233,ABC994426,1,0
ABC994480,436,1/1/2013, , ,436,Unverified,54.0,ZIP5,DI,N,N,882,0,0.0,0.0,804.0,32,139,ABC994480,1,0
ABC994480,436,2/1/2013, , ,436,Unverified,54.0,ZIP5,DI,N,N,882,0,0.0,0.0,804.0,32,139,ABC994480,1,0
ABC994480,436,3/1/2013, , ,436,Unverified,54.0,ZIP5,DI,N,N,882,0,0.0,0.0,804.0,32,139,ABC994480,1,0
ABC994526, ,2/1/2013, , , ,Verified,30.0,ZIP4,NM,N,N,0,0,0.0,0.0,704.0,1052,649,ABC994526,1,2
ABC994526, ,3/1/2013, , , ,Verified,30.0,ZIP4,NM,N,N,0,0,0.0,0.0,704.0,1052,649,ABC994526,1,2
